country,date
Germany,1963-01-02T05:00:00+0000
Cuba,1963-01-02T05:00:00+0000
Canada,1963-01-02T05:00:00+0000
China,1963-01-02T05:00:00+0000
China,1963-01-02T05:00:00+0000
Cuba,1963-01-02T05:00:00+0000
Cuba,1963-01-02T05:00:00+0000
Germany,1963-01-02T05:00:00+0000
Germany,1963-01-02T05:00:00+0000
Mexico,1963-01-02T05:00:00+0000
India,1963-01-02T05:00:00+0000
Germany,1963-01-02T05:00:00+0000
Cuba,1963-01-02T05:00:00+0000
China,1963-01-02T05:00:00+0000
China,1963-01-02T05:00:00+0000
India,1963-01-02T05:00:00+0000
India,1963-01-02T05:00:00+0000
Cuba,1963-01-02T05:00:00+0000
India,1963-01-02T05:00:00+0000
France,1963-01-02T05:00:00+0000
France,1963-01-02T05:00:00+0000
China,1963-01-02T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Brazil,1963-01-03T05:00:00+0000
Vietnam,1963-01-03T05:00:00+0000
Kenya,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Germany,1963-01-03T05:00:00+0000
Brazil,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
Dominican Republic,1963-01-03T05:00:00+0000
Bolivia,1963-01-03T05:00:00+0000
Israel,1963-01-03T05:00:00+0000
Germany,1963-01-03T05:00:00+0000
Cuba,1963-01-03T05:00:00+0000
India,1963-01-03T05:00:00+0000
Cuba,1963-01-04T05:00:00+0000
Germany,1963-01-04T05:00:00+0000
Pakistan,1963-01-04T05:00:00+0000
Vietnam,1963-01-04T05:00:00+0000
Brazil,1963-01-04T05:00:00+0000
Yemen,1963-01-04T05:00:00+0000
Brazil,1963-01-04T05:00:00+0000
Cuba,1963-01-04T05:00:00+0000
Georgia,1963-01-04T05:00:00+0000
Mexico,1963-01-05T05:00:00+0000
Hungary,1963-01-05T05:00:00+0000
Yemen,1963-01-05T05:00:00+0000
Cuba,1963-01-05T05:00:00+0000
Georgia,1963-01-05T05:00:00+0000
Germany,1963-01-05T05:00:00+0000
Germany,1963-01-05T05:00:00+0000
Tunisia,1963-01-05T05:00:00+0000
Brazil,1963-01-05T05:00:00+0000
Paraguay,1963-01-05T05:00:00+0000
Vietnam,1963-01-05T05:00:00+0000
Vietnam,1963-01-05T05:00:00+0000
India,1963-01-05T05:00:00+0000
Spain,1963-01-05T05:00:00+0000
Spain,1963-01-05T05:00:00+0000
France,1963-01-05T05:00:00+0000
France,1963-01-05T05:00:00+0000
Vietnam,1963-01-05T05:00:00+0000
Nepal,1963-01-05T05:00:00+0000
Morocco,1963-01-05T05:00:00+0000
Dominican Republic,1963-01-05T05:00:00+0000
Yemen,1963-01-07T05:00:00+0000
Brazil,1963-01-07T05:00:00+0000
Vietnam,1963-01-07T05:00:00+0000
Germany,1963-01-07T05:00:00+0000
Germany,1963-01-07T05:00:00+0000
Vietnam,1963-01-07T05:00:00+0000
Germany,1963-01-07T05:00:00+0000
Cuba,1963-01-07T05:00:00+0000
Germany,1963-01-07T05:00:00+0000
Cuba,1963-01-07T05:00:00+0000
Morocco,1963-01-07T05:00:00+0000
Germany,1963-01-07T05:00:00+0000
India,1963-01-07T05:00:00+0000
Poland,1963-01-07T05:00:00+0000
Mexico,1963-01-07T05:00:00+0000
Ghana,1963-01-07T05:00:00+0000
Togo,1963-01-07T05:00:00+0000
India,1963-01-08T05:00:00+0000
Thailand,1963-01-08T05:00:00+0000
Senegal,1963-01-08T05:00:00+0000
Brazil,1963-01-08T05:00:00+0000
Cuba,1963-01-08T05:00:00+0000
Morocco,1963-01-08T05:00:00+0000
Mexico,1963-01-08T05:00:00+0000
Vietnam,1963-01-08T05:00:00+0000
Germany,1963-01-09T05:00:00+0000
Germany,1963-01-09T05:00:00+0000
Vietnam,1963-01-09T05:00:00+0000
Yemen,1963-01-09T05:00:00+0000
Saudi Arabia,1963-01-09T05:00:00+0000
Vietnam,1963-01-09T05:00:00+0000
Germany,1963-01-09T05:00:00+0000
Peru,1963-01-09T05:00:00+0000
India,1963-01-09T05:00:00+0000
India,1963-01-09T05:00:00+0000
Pakistan,1963-01-09T05:00:00+0000
Pakistan,1963-01-09T05:00:00+0000
Vietnam,1963-01-09T05:00:00+0000
Vietnam,1963-01-09T05:00:00+0000
Brazil,1963-01-09T05:00:00+0000
Colombia,1963-01-09T05:00:00+0000
Georgia,1963-01-09T05:00:00+0000
Cuba,1963-01-10T05:00:00+0000
Iran,1963-01-10T05:00:00+0000
India,1963-01-10T05:00:00+0000
Cuba,1963-01-10T05:00:00+0000
Italy,1963-01-10T05:00:00+0000
Germany,1963-01-10T05:00:00+0000
Mexico,1963-01-10T05:00:00+0000
India,1963-01-10T05:00:00+0000
Cuba,1963-01-10T05:00:00+0000
Cuba,1963-01-10T05:00:00+0000
Sweden,1963-01-10T05:00:00+0000
Cuba,1963-01-10T05:00:00+0000
Italy,1963-01-11T05:00:00+0000
Poland,1963-01-11T05:00:00+0000
Dominican Republic,1963-01-11T05:00:00+0000
Mexico,1963-01-11T05:00:00+0000
Brazil,1963-01-11T05:00:00+0000
Germany,1963-01-11T05:00:00+0000
Yemen,1963-01-11T05:00:00+0000
India,1963-01-11T05:00:00+0000
Spain,1963-01-11T05:00:00+0000
France,1963-01-11T05:00:00+0000
France,1963-01-11T05:00:00+0000
Vietnam,1963-01-11T05:00:00+0000
Belgium,1963-01-11T05:00:00+0000
Cuba,1963-01-11T05:00:00+0000
Cuba,1963-01-12T05:00:00+0000
Cuba,1963-01-12T05:00:00+0000
Cuba,1963-01-12T05:00:00+0000
Cuba,1963-01-12T05:00:00+0000
Cuba,1963-01-12T05:00:00+0000
Vietnam,1963-01-12T05:00:00+0000
Sweden,1963-01-12T05:00:00+0000
India,1963-01-12T05:00:00+0000
Peru,1963-01-12T05:00:00+0000
China,1963-01-12T05:00:00+0000
Pakistan,1963-01-12T05:00:00+0000
France,1963-01-12T05:00:00+0000
Bulgaria,1963-01-12T05:00:00+0000
Spain,1963-01-12T05:00:00+0000
Spain,1963-01-12T05:00:00+0000
Rwanda,1963-01-12T05:00:00+0000
Yemen,1963-01-12T05:00:00+0000
France,1963-01-12T05:00:00+0000
Mexico,1963-01-12T05:00:00+0000
