iso3,num_occurences
ATG,2
AUS,201
AUT,47
AZE,7
BHR,11
BGD,22
BRB,4
BLR,22
BEL,45
BLZ,6
BEN,3
BMU,4
BTN,3
BOL,22
BES,1
BIH,66
BWA,8
BRA,273
BRN,2
BGR,17
BFA,2
BDI,3
KHM,54
CMR,4
CAN,504
CYM,7
CAF,12
TCD,23
CHL,84
CHN,901
COL,115
COK,1
CRI,19
HRV,27
CUB,144
CYP,38
CZE,29
DNK,38
DMA,2
DOM,40
ECU,27
EGY,141
SLV,20
GNQ,24
ERI,4
EST,21
ETH,20
FJI,1
FIN,47
FRA,725
GAB,1
GMB,1
GEO,118
DEU,527
GHA,11
GRC,149
GRL,10
GRD,10
GLP,1
GUM,4
GTM,32
GIN,5
GUY,3
HTI,209
HND,19
HKG,107
HUN,36
ISL,16
IND,436
IDN,156
IRN,403
IRQ,5102
IRL,126
ISR,1047
ITA,360
JAM,29
JPN,632
JOR,71
KAZ,23
KEN,58
KWT,49
KGZ,2
LVA,19
LBN,60
LSO,4
LBR,12
LBY,144
LIE,3
LTU,36
LUX,4
MAC,5
MKD,8
MDG,6
MWI,7
MYS,40
MDV,9
MLI,6
MLT,4
MHL,1
MRT,1
MUS,1
MEX,314
FSM,1
MDA,3
MCO,2
MNG,21
MNE,1
MSR,1
MAR,53
MOZ,12
MMR,16
NAM,5
NRU,3
NPL,40
NLD,115
NCL,1
NZL,37
NIC,11
NER,33
NGA,76
NIU,1
MNP,3
NOR,48
OMN,8
PAK,354
PAN,28
PNG,4
PRY,16
PER,52
PHL,79
POL,63
PRT,30
PRI,30
QAT,19
ROU,34
RUS,952
RWA,44
SAU,225
SEN,6
SRB,49
SLE,13
SGP,49
SVK,21
SVN,13
SOM,24
ZAF,183
ESP,369
LKA,50
SDN,207
SWZ,7
SWE,56
CHE,69
SYR,99
TWN,90
TJK,1
TZA,12
THA,112
TGO,3
TTO,11
TUN,11
TUR,152
TKM,3
TCA,1
UGA,24
UKR,143
ARE,17
URY,8
UZB,25
VUT,1
VAT,2
VEN,93
VNM,83
YEM,21
ZMB,11
ZWE,76
