iso3,num_occurences
AUS,262
AUT,21
BHS,1
BRB,3
BEL,74
BMU,59
BOL,34
BRA,149
BRN,1
BGR,81
CMR,5
CAN,600
CHL,133
CHN,1422
COL,74
CRI,40
CUB,194
CYP,1
DNK,61
DOM,21
ECU,42
EGY,64
SLV,1
EST,2
ETH,25
FLK,1
FRO,2
FIN,94
FRA,1772
GUF,1
GEO,54
DEU,649
GIB,3
GRC,129
GRL,1
GLP,1
GTM,16
GIN,1
HTI,20
HND,9
HKG,13
HUN,152
ISL,25
IND,86
IRN,36
IRQ,26
IRL,11
ITA,334
JAM,2
JPN,397
KEN,2
LVA,6
LBN,14
LBR,5
LBY,6
LIE,6
LTU,2
LUX,16
MDG,3
MLT,3
MHL,1
MTQ,1
MEX,189
MCO,2
MNE,1
MAR,3
NRU,1
NLD,134
NCL,3
PNG,3
NZL,203
NIC,98
NGA,1
NOR,183
PAN,95
PRY,14
PER,34
POL,83
PRT,101
PRI,107
RUS,6
WSM,1
SAU,1
ESP,298
SDN,2
SWE,67
CHE,100
SYR,29
THA,7
TGO,2
TTO,5
TTO,6
TUR,108
UGA,1
URY,20
VAT,21
VEN,20
YEM,1
