iso3,num_occurences
AUS,77
AUT,42
BHR,11
BGD,29
BRB,6
BEL,22
BLZ,5
BMU,3
BTN,5
BOL,36
BES,2
BWA,3
BRA,178
BRN,2
BGR,135
BFA,3
BDI,2
KHM,133
CMR,7
CAN,260
CPV,2
CYM,1
CAF,1
TCD,13
CHL,59
CHN,529
COL,153
CRI,26
CUB,129
CYP,8
DNK,9
DJI,2
DMA,3
DOM,22
ECU,17
EGY,154
SLV,133
EST,21
ETH,54
FLK,2
FIN,10
FRA,410
GUF,1
GAB,2
GMB,3
GEO,58
DEU,164
GHA,9
GIB,2
GRC,67
GRL,2
GRD,4
GLP,4
GUM,11
GTM,51
GIN,1
GNB,3
GUY,1
HTI,70
HND,27
HKG,93
HUN,181
ISL,3
IND,310
IDN,38
IRN,252
IRQ,1732
IRL,44
ISR,699
ITA,187
JPN,943
JOR,127
KEN,61
KWT,1155
LVA,19
LBN,271
LSO,2
LBR,128
LBY,58
LIE,2
LTU,206
LUX,8
MAC,2
MKD,3
MDG,3
MWI,6
MYS,25
MDV,4
MLI,3
MLT,3
MHL,2
MTQ,2
MRT,1
MUS,4
MEX,235
MCO,2
MNG,30
MSR,2
MAR,25
MOZ,16
MMR,62
NAM,23
NPL,41
NLD,34
NZL,28
NIC,269
NGA,23
MNP,1
NOR,32
OMN,5
PAK,162
PAN,306
PNG,1
PRY,3
PER,109
PHL,142
POL,324
PRT,30
PRI,53
QAT,8
ROU,172
RWA,13
SAU,537
SEN,2
SLE,5
SGP,24
SOM,5
ZAF,523
ESP,97
LKA,41
SDN,39
SUR,6
SWE,34
CHE,35
SYR,122
TWN,61
TZA,15
THA,59
TON,2
TTO,16
TUN,17
TUR,81
UGA,15
ARE,22
URY,13
VAT,1
VEN,31
VNM,106
YEM,16
ZMB,25
ZWE,14
