iso3,num_occurences
AUS,113
AUT,60
BRB,4
BEL,126
BOL,74
BRA,355
BGR,22
KHM,30
CMR,6
CAN,373
TCD,2
CHL,75
CHN,331
COL,72
CRI,7
CUB,1997
CYP,9
DNK,37
DOM,386
ECU,54
EGY,10
ETH,50
FIN,114
FRA,420
GMB,3
GEO,22
DEU,2484
GHA,209
GIB,1
GRC,117
GRL,7
GUM,7
GTM,52
GIN,10
HTI,63
HND,15
HKG,14
HUN,86
ISL,4
IND,441
IDN,36
IRN,130
IRQ,45
IRL,3
ISR,101
ITA,332
JAM,2
JPN,342
JOR,10
KEN,105
KWT,13
LBN,23
LBR,41
LBY,11
LIE,2
LUX,5
MAC,1
MLI,3
MLT,13
MTQ,1
MRT,2
MUS,3
MEX,82
MCO,2
MAR,111
MOZ,14
NPL,93
NLD,36
NCL,1
PNG,5
NZL,26
NIC,22
NER,1
NGA,79
NOR,33
PAK,133
PAN,27
PRY,25
PER,69
PHL,13
POL,253
PRT,208
PRI,67
QAT,2
SAU,23
SEN,1
SLE,28
SGP,20
SOM,22
ZAF,12
ESP,113
SDN,47
SWE,39
CHE,41
SYR,106
TWN,5
THA,35
TGO,15
TTO,1
TTO,8
SHN,2
TUN,349
TUR,144
UGA,19
URY,31
VAT,3
VEN,174
VNM,349
YEM,11
