iso3,num_occurences
AUS,78
AUT,18
BHS,3
BRB,2
BEL,49
BMU,1
BTN,1
BOL,174
BWA,6
BRA,133
BRN,4
BGR,8
KHM,58
CMR,1
CAN,610
CAF,1
CHL,86
CHN,29
COL,66
CRI,1
CUB,309
CYP,192
DNK,30
DOM,26
ECU,11
EGY,18
ETH,27
FLK,1
FIN,78
FRA,419
GAB,2
GMB,2
GEO,103
DEU,603
GHA,46
GIB,33
GRC,570
GRD,1
GLP,8
GUM,3
GTM,28
GIN,1
GUY,27
HTI,38
HND,13
HKG,233
HUN,53
ISL,11
IND,622
IDN,187
IRN,83
IRQ,45
IRL,2
ISR,108
ITA,253
JAM,9
JPN,293
JOR,30
KEN,22
KWT,7
LBN,27
LSO,9
LBR,5
LBY,28
LIE,2
LUX,2
MAC,37
MWI,12
MYS,65
MLT,13
MTQ,2
MUS,7
MEX,82
MCO,4
MAR,38
MOZ,12
NPL,10
NLD,78
NZL,34
NIC,57
NER,1
NGA,239
NOR,23
PAK,83
PAN,14
PRY,3
PER,47
PHL,27
POL,131
PRT,62
PRI,67
RWA,2
SAU,19
SEN,5
SLE,18
SGP,35
SOM,3
ZAF,38
ESP,268
SDN,18
SWZ,5
SWE,42
CHE,32
SYR,44
TWN,2
TZA,35
THA,108
TGO,7
TON,4
TTO,1
TTO,8
TUN,21
TUR,52
UGA,6
URY,49
VAT,2
VEN,62
VNM,7088
YEM,193
ZMB,49
