iso3,num_occurences
ATG,2
AUS,268
AUT,39
AZE,14
BHR,20
BGD,63
BRB,5
BLR,9
BEL,84
BLZ,4
BEN,2
BMU,12
BTN,6
BOL,16
BIH,42
BWA,6
BRA,363
BRN,7
BGR,28
BFA,20
BDI,2
KHM,42
CMR,24
CAN,235
CYM,3
CAF,53
TCD,9
CHL,49
CHN,1978
COL,76
CRI,30
HRV,18
CUB,223
CYP,21
CZE,25
DNK,34
DJI,3
DMA,2
DOM,22
ECU,40
EGY,343
SLV,28
GNQ,3
ERI,6
EST,13
ETH,23
FLK,1
FJI,6
FIN,25
FRA,675
GUF,3
GAB,2
GMB,6
GEO,132
DEU,573
GHA,26
GIB,1
GRC,142
GRL,5
GRD,1
GUM,4
GTM,30
GIN,93
GNB,2
GUY,8
HTI,48
HND,43
HKG,422
HUN,36
ISL,17
IND,844
IDN,111
IRN,395
IRQ,829
IRL,102
IMN,1
ISR,936
ITA,255
JPN,428
JOR,66
KAZ,7
KEN,64
KIR,2
KWT,6
KGZ,2
LVA,10
LBN,80
LSO,2
LBR,212
LBY,127
LIE,1
LTU,23
LUX,22
MKD,1
MDG,11
MWI,7
MYS,187
MDV,6
MLI,24
MLT,10
MHL,4
MTQ,1
MRT,1
MUS,1
MEX,279
MDA,7
MCO,5
MNG,6
MNE,1
MSR,1
MAR,37
MOZ,11
MMR,77
NAM,8
NRU,1
NPL,55
NLD,128
PNG,2
NZL,32
NIC,17
NER,5
NGA,160
MNP,1
NOR,67
OMN,2
PAK,340
PLW,1
PAN,10
PNG,9
PRY,3
PER,44
PHL,106
POL,81
PRT,68
PRI,38
QAT,70
ROU,27
RUS,1528
RWA,40
WSM,2
SAU,91
SEN,12
SRB,35
SLE,139
SGP,25
SVK,9
SVN,9
SLB,2
SOM,52
ZAF,171
SSD,84
ESP,214
LKA,43
SDN,42
SUR,4
SJM,1
SWZ,4
SWE,98
CHE,125
SYR,931
TWN,103
TJK,1
TZA,18
THA,136
TON,1
TTO,3
TUN,49
TUR,299
TKM,1
TCA,2
TUV,1
UGA,35
UKR,1328
ARE,32
URY,42
UZB,2
VUT,2
VAT,23
VEN,100
VNM,117
YEM,69
ZMB,11
ZWE,13
