country,date
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
India,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
Japan,1924-01-01T05:00:00+0000
Sweden,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Vatican,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Italy,1924-01-01T05:00:00+0000
Italy,1924-01-01T05:00:00+0000
Austria,1924-01-01T05:00:00+0000
Austria,1924-01-01T05:00:00+0000
Japan,1924-01-01T05:00:00+0000
Japan,1924-01-01T05:00:00+0000
Japan,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
India,1924-01-01T05:00:00+0000
Italy,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
Mexico,1924-01-01T05:00:00+0000
Spain,1924-01-01T05:00:00+0000
China,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
Greece,1924-01-01T05:00:00+0000
Egypt,1924-01-01T05:00:00+0000
Germany,1924-01-01T05:00:00+0000
Egypt,1924-01-01T05:00:00+0000
France,1924-01-01T05:00:00+0000
Spain,1924-01-01T05:00:00+0000
Japan,1924-01-01T05:00:00+0000
Turkey,1924-01-01T05:00:00+0000
Italy,1924-01-01T05:00:00+0000
China,1924-01-01T05:00:00+0000
Russia,1924-01-01T05:00:00+0000
Turkey,1924-01-01T05:00:00+0000
India,1924-01-01T05:00:00+0000
India,1924-01-01T05:00:00+0000
Turkey,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Italy,1924-01-02T05:00:00+0000
Italy,1924-01-02T05:00:00+0000
Italy,1924-01-02T05:00:00+0000
Italy,1924-01-02T05:00:00+0000
Russia,1924-01-02T05:00:00+0000
Chile,1924-01-02T05:00:00+0000
Chile,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Ireland,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Greece,1924-01-02T05:00:00+0000
France,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
France,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Japan,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Germany,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Mexico,1924-01-02T05:00:00+0000
Venezuela,1924-01-02T05:00:00+0000
Russia,1924-01-03T05:00:00+0000
Finland,1924-01-03T05:00:00+0000
Germany,1924-01-03T05:00:00+0000
Egypt,1924-01-03T05:00:00+0000
China,1924-01-03T05:00:00+0000
France,1924-01-03T05:00:00+0000
Ireland,1924-01-03T05:00:00+0000
Ireland,1924-01-03T05:00:00+0000
Mexico,1924-01-03T05:00:00+0000
Germany,1924-01-03T05:00:00+0000
Mexico,1924-01-03T05:00:00+0000
Turkey,1924-01-03T05:00:00+0000
Turkey,1924-01-03T05:00:00+0000
Mexico,1924-01-03T05:00:00+0000
Greece,1924-01-03T05:00:00+0000
Greece,1924-01-03T05:00:00+0000
Mexico,1924-01-03T05:00:00+0000
Germany,1924-01-03T05:00:00+0000
Germany,1924-01-03T05:00:00+0000
Canada,1924-01-03T05:00:00+0000
Russia,1924-01-03T05:00:00+0000
Russia,1924-01-03T05:00:00+0000
Russia,1924-01-03T05:00:00+0000
Italy,1924-01-03T05:00:00+0000
India,1924-01-03T05:00:00+0000
Germany,1924-01-04T05:00:00+0000
Germany,1924-01-04T05:00:00+0000
Germany,1924-01-04T05:00:00+0000
Germany,1924-01-04T05:00:00+0000
Russia,1924-01-04T05:00:00+0000
Mexico,1924-01-04T05:00:00+0000
Germany,1924-01-04T05:00:00+0000
