iso3,num_occurences
ATG,6
AUS,132
AUT,26
AZE,16
BHR,203
BGD,31
BRB,3
BLR,49
BEL,34
BLZ,4
BEN,1
BMU,4
BTN,6
BOL,12
BIH,26
BWA,1
BRA,156
BGR,12
BFA,10
BDI,1
KHM,47
CMR,4
CAN,157
CPV,2
CYM,1
CAF,1
TCD,4
CHL,60
CHN,1109
CXR,1
COL,62
CRI,25
HRV,15
CUB,89
CYP,12
CZE,25
DNK,22
DJI,2
DMA,1
DOM,15
ECU,27
EGY,882
SLV,19
GNQ,9
ERI,8
EST,5
ETH,22
FLK,1
FRO,2
FJI,6
FIN,25
FRA,470
GUF,1
GAB,4
GEO,87
DEU,410
GHA,16
GIB,5
GRC,377
GRL,16
GRD,2
GUM,4
GTM,46
GIN,5
GUY,3
HTI,115
HND,21
HKG,85
HUN,23
ISL,25
IND,520
IDN,57
IRN,359
IRQ,422
IRL,122
ISR,631
ITA,350
JAM,2
JPN,699
JOR,52
KAZ,25
KEN,98
KIR,2
KWT,17
KGZ,10
LVA,8
LBN,70
LSO,2
LBR,30
LBY,1254
LTU,4
LUX,6
MAC,3
MKD,2
MDG,16
MWI,5
MYS,32
MDV,4
MLI,13
MHL,4
MTQ,1
MRT,3
MUS,2
MEX,273
FSM,1
MDA,1
MCO,13
MNG,14
MNE,3
MAR,50
MOZ,7
MMR,61
NAM,9
NRU,2
NPL,22
NLD,52
NZL,35
NIC,12
NER,15
NGA,47
MNP,1
NOR,79
OMN,7
PAK,450
PLW,4
PAN,32
PNG,17
PRY,2
PER,33
PHL,47
POL,35
PRT,76
PRI,31
QAT,34
ROU,21
RUS,493
RWA,23
WSM,1
SAU,127
SEN,14
SRB,35
SLE,11
SGP,38
SVK,10
SVN,3
SLB,2
SOM,155
ZAF,87
SSD,51
ESP,192
LKA,19
SDN,122
SUR,8
SJM,1
SWZ,2
SWE,56
CHE,59
SYR,541
TWN,33
TJK,6
TZA,9
THA,85
TKL,1
TON,2
TTO,11
TUN,176
TUR,243
TCA,3
TUV,5
UGA,67
UKR,49
ARE,10
URY,11
UZB,5
VUT,3
VAT,5
VEN,37
VNM,58
YEM,322
ZMB,12
ZWE,47
