iso3,num_occurences
AUS,159
AUT,963
BHS,5
BRB,1
BEL,126
BMU,80
BOL,50
BVT,4
BRA,345
BGR,109
CAN,887
CHL,139
CHN,761
COL,153
CRI,46
CUB,721
CYP,1
DNK,26
ECU,51
EGY,37
SLV,1
EST,25
FLK,1
FIN,39
FRA,1350
GEO,91
DEU,3417
GRC,103
GUM,1
GTM,37
HTI,38
HND,29
HUN,85
ISL,6
IND,134
IRQ,21
IRL,190
IMN,1
ITA,405
JAM,35
JPN,535
KEN,3
LVA,9
LBR,11
LBY,1
LTU,17
MAC,1
MEX,410
MCO,5
MNG,17
MAR,22
NPL,2
NLD,137
PNG,2
NZL,32
NIC,154
NOR,26
PAN,53
PRY,12
PER,152
PHL,1
POL,173
PRT,25
PRI,285
RUS,833
SRB,5
SGP,20
ZAF,4
ESP,447
SWE,45
CHE,40
SYR,11
TTO,6
SHN,2
TUR,93
UGA,1
UKR,5
URY,38
VAT,9
VEN,8
