iso3,num_occurences
AUS,40
AUT,48
AZE,39
BHR,1
BGD,12
BRB,1
BLR,16
BEL,15
BLZ,6
BEN,3
BMU,5
BTN,2
BOL,26
BES,1
BWA,4
BRA,104
BRN,1
BGR,23
BFA,1
KHM,78
CAN,310
CYM,4
CAF,2
TCD,3
CHL,31
CHN,464
COL,59
CRI,6
HRV,144
CUB,115
CYP,7
DNK,30
DJI,1
DOM,42
ECU,11
EGY,77
SLV,61
ERI,3
EST,34
ETH,24
FLK,2
FIN,29
FRA,462
GEO,82
DEU,582
GHA,5
GRC,71
GRD,2
GLP,1
GUM,9
GTM,23
GUY,3
HTI,178
HND,3
HKG,70
HUN,62
ISL,1
IND,138
IDN,25
IRN,189
IRQ,483
IRL,86
ISR,642
ITA,214
JPN,882
JOR,51
KAZ,35
KEN,36
KWT,74
KGZ,3
LVA,26
LBN,149
LBR,11
LBY,68
LTU,46
LUX,5
MAC,1
MKD,22
MDG,2
MWI,10
MYS,13
MLI,1
MLT,4
MHL,2
MEX,236
MDA,8
MCO,2
MNG,14
MNE,3
MAR,15
MOZ,15
MMR,26
NAM,1
NRU,1
NPL,4
NLD,36
KNA,1
PNG,1
NZL,29
NIC,38
NER,1
NGA,24
NOR,31
OMN,5
PAK,46
PAN,54
PRY,5
PER,109
PHL,68
POL,99
PRT,21
PRI,45
QAT,1
ROU,44
RUS,378
RWA,5
WSM,2
SAU,103
SEN,1
SRB,400
SGP,10
SVK,1
SVN,21
SLB,1
SOM,234
ZAF,257
ESP,135
LKA,3
SDN,26
SUR,1
SWZ,2
SWE,55
CHE,34
SYR,100
TWN,67
TJK,10
TZA,3
THA,64
TON,5
TTO,2
TUN,8
TUR,86
TKM,1
UGA,2
UKR,115
ARE,8
URY,6
UZB,15
VUT,1
VAT,2
VEN,40
VNM,79
YEM,4
ZMB,4
ZWE,25
