iso3,num_occurences
ATG,4
AUS,87
AUT,21
AZE,6
BHR,7
BGD,13
BRB,6
BLR,6
BEL,10
BLZ,1
BMU,6
BTN,5
BOL,14
BIH,15
BWA,4
BRA,102
BGR,9
BFA,1
BDI,6
KHM,39
CMR,1
CAN,125
CPV,2
CYM,2
TCD,7
CHL,13
CHN,810
CXR,3
COL,31
COM,6
CRI,15
HRV,7
CUB,78
CYP,4
CZE,39
DNK,26
DJI,1
DOM,15
ECU,15
EGY,87
SLV,13
GNQ,5
ERI,5
EST,3
ETH,18
FLK,2
FIN,6
FRA,211
GAB,10
GMB,1
GEO,54
DEU,198
GHA,13
GIB,1
GRC,49
GRL,4
GRD,2
GLP,1
GTM,4
GIN,16
GNB,5
GUY,2
HTI,22
HND,90
HKG,54
HUN,23
ISL,21
IND,224
IDN,70
IRN,636
IRQ,437
IRL,50
IMN,2
ISR,547
ITA,150
JAM,1
JPN,242
JOR,12
KAZ,6
KEN,49
KWT,8
KGZ,25
LVA,10
LBN,53
LBR,16
LBY,33
LIE,6
LTU,3
LUX,2
MAC,4
MKD,2
MDG,21
MWI,9
MYS,16
MDV,2
MLI,3
MLT,5
MRT,5
MEX,246
MDA,11
MCO,2
MNG,9
MNE,1
MAR,11
MOZ,3
MMR,68
NAM,7
NRU,2
NPL,8
NLD,33
NZL,8
NIC,13
NER,3
NGA,36
NOR,24
OMN,3
PAK,472
PLW,5
PAN,10
PRY,7
PER,31
PHL,48
POL,43
PRT,10
PRI,14
QAT,7
ROU,18
RUS,457
RWA,27
WSM,2
SAU,52
SEN,7
SRB,15
SLE,12
SGP,24
SVK,3
SVN,5
SOM,112
ZAF,113
ESP,76
LKA,87
SDN,46
SUR,1
SWZ,2
SWE,40
CHE,76
SYR,20
TWN,41
TJK,3
TZA,11
THA,51
TON,1
TTO,7
TUN,1
TUR,84
TKM,3
TCA,2
UGA,14
UKR,56
ARE,19
URY,9
UZB,8
VAT,6
VEN,70
VNM,50
YEM,35
ZMB,8
ZWE,93
