iso3,num_occurences
AUS,97
AUT,49
BHR,13
BGD,24
BRB,6
BEL,27
BLZ,3
BEN,1
BMU,14
BOL,47
BWA,4
BRA,121
BGR,38
BDI,1
KHM,72
CMR,3
CAN,553
CYM,1
CAF,2
CHL,48
COL,45
CRI,48
HRV,1
CUB,230
CYP,12
DNK,31
DMA,1
DOM,40
ECU,16
ETH,47
FLK,838
FIN,39
FRA,637
GMB,3
GEO,77
GHA,25
GIB,7
GRC,190
GRL,8
GRD,9
GUM,2
GTM,143
GUY,17
HTI,104
HND,119
HKG,43
HUN,30
ISL,12
IND,263
IRN,391
IRQ,230
ITA,403
JPN,793
KEN,54
KIR,1
KWT,38
LBN,1401
LSO,14
LBR,5
LBY,139
LUX,11
MAC,3
MYS,30
MLT,5
MHL,12
MTQ,2
MUS,11
MEX,326
FSM,4
MAR,57
MOZ,24
NRU,1
NPL,8
NLD,80
NCL,1
NZL,20
NIC,275
NGA,44
NOR,31
PAK,102
PAN,25
PNG,16
PRY,7
PER,54
POL,793
PRT,42
PRI,52
QAT,1
RWA,2
SAU,166
SLE,2
SGP,31
SOM,37
SGS,2
ESP,212
SDN,19
SUR,13
SWZ,11
SWE,70
CHE,73
SYR,293
TWN,120
TZA,14
THA,59
TGO,1
TON,3
TTO,4
TUN,16
TUR,185
UGA,20
URY,7
VAT,8
VEN,62
VNM,131
ZMB,14
ZWE,1
