iso3,num_occurences
AUS,37
AUT,20
AZE,14
BHS,1
BHR,3
BGD,31
BRB,5
BLR,17
BEL,21
BLZ,5
BEN,3
BMU,7
BOL,12
BIH,684
BWA,2
BRA,163
BRN,1
BGR,37
BFA,3
BDI,24
KHM,13
CMR,7
CAN,163
CAF,2
TCD,3
CHL,18
CHN,492
CXR,1
COL,99
CRI,7
HRV,62
CUB,247
CYP,1
CZE,43
DNK,16
DJI,2
DMA,3
DOM,46
ECU,4
EGY,87
SLV,27
GNQ,1
ERI,2
EST,18
ETH,15
FLK,1
FJI,2
FIN,22
FRA,442
GAB,2
GMB,5
GEO,63
DEU,426
GHA,11
GRC,58
GRL,2
GRD,6
GUM,3
GTM,18
GIN,1
GUY,3
HTI,595
HND,8
HKG,41
HUN,43
ISL,5
IND,137
IDN,52
IRN,72
IRQ,160
IRL,91
ISR,649
ITA,324
JPN,644
JOR,107
KAZ,14
KEN,17
KWT,72
KGZ,3
LVA,19
LBN,33
LSO,2
LBR,6
LBY,12
LIE,1
LTU,14
LUX,1
MAC,3
MKD,1
MDG,1
MWI,5
MYS,16
MLI,1
MLT,2
MHL,1
MTQ,2
MRT,3
MUS,1
MEX,438
MDA,3
MCO,5
MNG,6
MNE,1
MAR,14
MOZ,14
MMR,40
NAM,1
NRU,1
NPL,7
NLD,38
PNG,1
NZL,12
NIC,20
NER,2
NGA,41
NOR,53
OMN,5
PAK,36
PAN,36
PNG,9
PRY,2
PER,31
PHL,12
POL,84
PRT,12
PRI,35
QAT,4
ROU,27
RUS,895
RWA,315
SAU,42
SEN,6
SRB,158
SLE,1
SGP,60
SVK,13
SVN,2
SLB,1
SOM,46
ZAF,307
ESP,85
LKA,16
SDN,16
SUR,2
SWZ,1
SWE,52
CHE,49
SYR,111
TWN,40
TJK,1
TZA,14
THA,27
TGO,1
TTO,2
TUN,3
TUR,48
TKM,4
TCA,1
UGA,12
UKR,105
ARE,3
GBR,2
URY,4
UZB,3
VUT,1
VAT,5
VEN,29
VNM,113
YEM,23
ZMB,4
ZWE,7
