iso3,num_occurences
AUS,177
AUT,724
BHS,10
BRB,2
BEL,76
BMU,75
BOL,20
BRA,387
BGR,82
CAN,743
CYM,1
CHL,159
CHN,3134
COL,79
CRI,70
CUB,285
CYP,1
DNK,43
DMA,1
DOM,15
ECU,132
EGY,89
SLV,1
ERI,2
EST,19
ETH,119
FIN,57
FRA,1545
GMB,2
GEO,160
DEU,3426
GIB,5
GRC,61
GRL,3
GRD,1
GTM,35
HTI,10
HND,22
HKG,10
HUN,265
ISL,8
IND,71
IRN,7
IRQ,14
IRL,14
ITA,923
JAM,53
JPN,544
LVA,10
LBN,8
LBR,14
LBY,18
LIE,14
LTU,103
LUX,7
MDG,4
MLT,3
MRT,1
MUS,1
MEX,936
MCO,1
MSR,1
MAR,7
NLD,190
NCL,2
PNG,8
NZL,42
NIC,98
NGA,1
NOR,41
OMN,3
PAN,55
PRY,18
PER,73
POL,245
PRT,27
PRI,247
RUS,4
SGP,2
ZAF,2
ESP,2132
SWZ,1
SWE,92
CHE,76
SYR,15
TGO,1
TTO,13
TUR,86
TCA,1
URY,16
VAT,13
VEN,47
