iso3,num_occurences
AUS,89
AUT,42
BHR,12
BGD,22
BRB,12
BEL,45
BLZ,8
BEN,2
BMU,3
BTN,1
BOL,26
BWA,8
BRA,173
BGR,48
BDI,1
KHM,66
CMR,1
CAN,334
CPV,1
CYM,4
CAF,3
CHL,118
CHN,3
COL,61
CRI,66
HRV,1
CUB,217
CYP,47
DNK,32
DMA,5
DOM,6
ECU,25
ETH,28
FLK,44
FIN,24
FRA,635
GUF,2
GMB,1
GEO,36
GHA,27
GIB,4
GRC,139
GRL,2
GRD,327
GLP,3
GUM,2
GTM,104
GUY,9
HTI,34
HND,121
HKG,37
HUN,20
ISL,4
IND,211
IDN,1
IRN,241
IRQ,139
ITA,305
JPN,690
JOR,6
KEN,33
KWT,46
LBN,1029
LSO,17
LBR,12
LBY,163
LIE,3
LUX,6
MDG,1
MWI,11
MYS,7
MDV,1
MLI,1
MLT,19
MHL,4
MTQ,2
MUS,2
MEX,190
FSM,2
MSR,1
MAR,23
MOZ,25
NPL,10
NLD,49
PNG,1
NZL,9
NIC,464
NER,2
NGA,81
NOR,38
PAK,81
PAN,41
PNG,1
PRY,9
PER,75
POL,368
PRT,62
PRI,56
QAT,3
RWA,3
SAU,117
SEN,2
SLE,1
SGP,10
SOM,10
ZAF,1
ESP,165
LKA,11
SDN,26
SUR,25
SWZ,7
SWE,61
CHE,77
SYR,305
TWN,61
TZA,9
THA,65
TGO,10
TTO,5
TUN,8
TUR,169
UGA,15
URY,17
VUT,2
VAT,8
VEN,79
VNM,124
ZMB,20
ZWE,26
