iso3,num_occurences
ATG,1
AUS,206
AUT,63
AZE,25
BHR,7
BGD,13
BRB,2
BLR,10
BEL,79
BLZ,9
BEN,4
BMU,21
BTN,7
BOL,29
BIH,77
BWA,8
BRA,218
BRN,1
BGR,24
BFA,10
BDI,11
KHM,50
CMR,8
CAN,615
CYM,3
CAF,2
TCD,4
CHL,53
CHN,1028
COL,108
COM,1
CRI,18
HRV,44
CUB,144
CYP,39
CZE,61
DNK,38
DJI,2
DOM,37
ECU,22
EGY,143
SLV,17
GNQ,1
ERI,8
EST,12
ETH,35
FLK,2
FJI,2
FIN,31
FRA,1025
GUF,1
GAB,4
GMB,3
GEO,112
DEU,771
GHA,22
GIB,1
GRC,90
GRL,5
GRD,1
GUM,7
GTM,43
GIN,11
GUY,5
HTI,25
HND,15
HKG,280
HUN,26
ISL,13
IND,376
IDN,183
IRN,383
IRQ,7374
IRL,173
ISR,1359
ITA,375
JAM,10
JPN,810
JOR,102
KAZ,32
KEN,102
KIR,1
KWT,128
KGZ,5
LVA,6
LBN,56
LSO,3
LBR,179
LBY,59
LIE,8
LTU,16
LUX,5
MAC,2
MKD,3
MDG,4
MWI,17
MYS,67
MDV,2
MLI,11
MLT,7
MHL,2
MRT,4
MEX,318
FSM,1
MDA,12
MCO,4
MNG,12
MNE,1
MAR,42
MOZ,12
MMR,49
NAM,3
NPL,47
NLD,111
NCL,1
NZL,65
NIC,12
NER,41
NGA,107
NOR,63
OMN,3
PAK,269
PLW,1
PAN,5
PNG,9
PRY,14
PER,50
PHL,132
POL,89
PRT,29
PRI,36
QAT,27
ROU,33
RUS,998
RWA,34
WSM,1
STP,1
SAU,228
SEN,8
SRB,88
SLE,24
SGP,119
SVK,29
SVN,12
SLB,1
SOM,26
ZAF,177
ESP,320
LKA,28
SDN,26
SUR,1
SWZ,6
SWE,71
CHE,124
SYR,182
TWN,115
TJK,3
TZA,20
THA,85
TGO,2
TTO,2
TUN,6
TUR,317
TKM,6
UGA,39
UKR,39
ARE,11
URY,8
UZB,8
VAT,12
VEN,106
VNM,69
YEM,26
ZMB,18
ZWE,89
