iso3,num_occurences
AUS,143
AUT,347
BEL,65
BMU,17
BOL,115
BRA,398
BGR,37
KHM,1
CAN,674
CHL,141
CHN,820
COL,214
CRI,43
CUB,219
CYP,12
DNK,54
DOM,6
ECU,73
EGY,684
ERI,16
ETH,16
FIN,45
FRA,957
GEO,15
DEU,2631
GIB,5
GRC,275
GRL,16
GLP,1
GUM,10
GTM,114
HTI,13
HND,8
HKG,54
HUN,89
ISL,21
IND,666
IDN,9
IRN,444
IRQ,81
IRL,10
ISR,210
ITA,398
JAM,7
JPN,931
KEN,12
KWT,3
LBN,49
LBR,15
LBY,24
LUX,2
MAC,9
MLT,3
MTQ,1
MEX,236
MAR,32
NPL,52
NLD,235
PNG,3
NZL,22
NIC,25
NGA,2
NOR,47
PAK,126
PAN,54
PRY,9
PER,40
PHL,10
POL,79
PRT,29
PRI,112
QAT,1
WSM,1
SAU,14
SGP,19
ESP,314
SWE,100
CHE,71
SYR,36
THA,13
TTO,1
TTO,2
TUN,37
TUR,57
URY,31
VAT,42
VAT,4
VEN,103
YEM,6
