iso3,num_occurences
ATG,6
AUS,150
AUT,34
AZE,14
BHR,32
BGD,157
BRB,3
BLR,5
BEL,48
BLZ,5
BEN,1
BMU,1
BTN,14
BOL,16
BIH,16
BWA,2
BRA,242
BRN,3
BGR,33
BDI,2
KHM,63
CMR,8
CAN,180
CPV,2
CYM,3
CAF,45
TCD,14
CHL,50
CHN,1591
COL,28
COK,3
CRI,30
HRV,24
CUB,98
CYP,101
CZE,39
DNK,21
DJI,1
DOM,22
ECU,34
EGY,579
SLV,15
GNQ,1
ERI,8
EST,2
ETH,18
FLK,11
FRO,1
FJI,4
FIN,21
FRA,581
GUF,1
GAB,4
GEO,87
DEU,426
GHA,13
GIB,10
GRC,179
GRL,6
GRD,3
GUM,2
GTM,36
GIN,3
GNB,2
GUY,15
HTI,42
HND,20
HKG,141
HUN,29
ISL,23
IND,894
IDN,82
IRN,573
IRQ,272
IRL,102
IMN,1
ISR,702
ITA,305
JPN,460
JOR,65
KAZ,21
KEN,139
KIR,1
KWT,19
KGZ,5
LVA,12
LBN,129
LBR,8
LBY,116
LIE,1
LTU,6
LUX,10
MKD,1
MDG,6
MWI,3
MYS,47
MDV,10
MLI,161
MLT,7
MHL,1
MTQ,2
MRT,4
MUS,1
MEX,279
MDA,5
MCO,9
MNG,9
MNE,4
MAR,18
MOZ,4
MMR,108
NAM,4
NRU,1
NPL,41
NLD,70
PNG,5
NZL,24
NIC,12
NER,21
NGA,63
NOR,50
OMN,9
PAK,445
PAN,17
PNG,6
PRY,13
PER,28
PHL,199
POL,40
PRT,48
PRI,32
QAT,48
ROU,30
RUS,807
RWA,22
SAU,89
SEN,18
SRB,32
SLE,6
SGP,53
SVK,5
SVN,6
SLB,2
SOM,78
ZAF,248
SSD,52
ESP,169
LKA,39
SDN,45
SUR,2
SJM,1
SWE,50
CHE,82
SYR,1224
TWN,50
TJK,1
TZA,19
THA,92
TGO,2
TKL,1
TTO,5
TUN,51
TUR,261
TKM,5
TUV,2
UGA,27
UKR,128
ARE,19
URY,11
UZB,12
VAT,35
VEN,144
VNM,73
YEM,63
ZMB,3
ZWE,25
