iso3,num_occurences
AUS,117
AUT,345
BEL,342
BMU,45
BOL,18
BRA,247
BGR,177
CAN,458
CHL,85
CHN,997
COL,139
CRI,32
CUB,163
CYP,3
DNK,286
DOM,3
ECU,52
EGY,110
ERI,10
EST,23
ETH,35
FRO,2
FIN,148
FRA,2026
GEO,29
DEU,2837
GIB,2
GRC,502
GRL,3
GUM,13
GTM,129
HTI,6
HND,19
HKG,34
HUN,209
ISL,16
IND,202
IRN,178
IRQ,35
IRL,4
ITA,1223
JPN,1891
LVA,27
LBN,211
LBR,4
LBY,23
LTU,31
LUX,23
MAC,11
MLT,1
MHL,3
MEX,175
MCO,2
MNG,23
NPL,1
NLD,351
PNG,18
NZL,70
NIC,92
NGA,1
NOR,277
PAN,55
PRY,17
PER,63
POL,795
PRT,43
PRI,39
RUS,5
SAU,33
SGP,26
SLB,2
ZAF,3
ESP,568
SWE,201
CHE,129
SYR,239
THA,21
TTO,2
TUR,130
URY,20
VEN,80
YEM,1
