iso3,num_occurences
ATG,1
AUS,88
AUT,28
AZE,9
BHR,3
BGD,13
BRB,3
BLR,14
BEL,33
BLZ,6
BEN,3
BMU,4
BTN,4
BOL,26
BIH,34
BWA,6
BRA,106
BGR,13
BFA,2
BDI,2
KHM,33
CMR,6
CAN,181
CYM,1
TCD,20
CHL,32
CHN,959
COL,119
CRI,13
HRV,10
CUB,121
CYP,10
CZE,35
DNK,29
DJI,3
DOM,23
ECU,28
EGY,71
SLV,2
GNQ,2
ERI,7
EST,12
ETH,13
FIN,15
FRA,362
GUF,2
GAB,1
GEO,68
DEU,216
GHA,12
GIB,1
GRC,71
GRL,13
GRD,3
GUM,2
GTM,7
GIN,7
GNB,1
GUY,2
HTI,27
HND,2
HKG,57
HUN,12
ISL,31
IND,315
IDN,55
IRN,319
IRQ,1071
IRL,56
IMN,1
ISR,458
ITA,153
JAM,25
JPN,249
JOR,15
KAZ,11
KEN,118
KWT,12
KGZ,6
LVA,6
LBN,84
LBR,15
LBY,17
LIE,14
LTU,8
LUX,2
MAC,5
MKD,9
MDG,3
MWI,3
MYS,32
MDV,2
MLI,6
MLT,1
MHL,2
MRT,4
MUS,2
MEX,226
FSM,2
MDA,1
MCO,2
MNG,16
MNE,3
MAR,18
MOZ,4
MMR,95
NAM,10
NPL,29
NLD,31
NZL,15
NIC,17
NER,6
NGA,35
NOR,30
OMN,3
PAK,419
PLW,1
PAN,8
PNG,4
PRY,8
PER,28
PHL,38
POL,58
PRT,14
PRI,26
QAT,21
ROU,10
RUS,651
RWA,25
SAU,64
SEN,3
SRB,70
SLE,1
SGP,21
SVK,4
SVN,6
SLB,1
SOM,73
ZAF,113
ESP,96
LKA,8
SDN,57
SUR,6
SWZ,3
SWE,29
CHE,47
SYR,65
TWN,67
TJK,13
TZA,8
THA,93
TON,3
TTO,7
TUN,3
TUR,104
TKM,6
TCA,2
UGA,11
UKR,58
ARE,23
URY,4
UZB,14
VUT,1
VAT,7
VEN,98
VNM,45
YEM,25
ZMB,9
ZWE,219
