iso3,num_occurences
AUS,89
AUT,50
BHS,6
BRB,3
BEL,43
BMU,17
BTN,1
BOL,51
BRA,211
BRN,2
BGR,39
BDI,20
KHM,91
CMR,2
CAN,514
CAF,1
CHL,101
CHN,12
COL,130
COK,6
CRI,9
CUB,481
CYP,2
DNK,14
DOM,1053
ECU,38
EGY,3
ETH,1
FIN,23
FRA,499
GAB,2
GMB,2
GEO,35
DEU,804
GHA,43
GIB,18
GRC,213
GRL,2
GUM,8
GTM,43
GUY,1
HTI,21
HND,20
HKG,24
HUN,87
ISL,5
IND,722
IDN,77
IRN,56
IRQ,49
IRL,5
ISR,51
ITA,254
JAM,4
JPN,350
JOR,5
KEN,54
KWT,18
LBN,22
LBR,5
LBY,31
LIE,2
LUX,2
MAC,3
MKD,3
MWI,26
MYS,238
MLI,4
MLT,5
MTQ,2
MRT,2
MUS,3
MEX,78
MAR,45
MOZ,9
NPL,15
NLD,48
PNG,2
NZL,21
NIC,5
NER,1
NGA,47
NOR,32
PAK,189
PAN,19
PRY,5
PER,58
PHL,16
POL,200
PRT,117
PRI,43
RWA,1
SAU,32
SEN,4
SLE,2
SGP,67
SOM,13
ZAF,89
ESP,170
SDN,92
SWZ,2
SWE,49
CHE,39
SYR,37
TWN,2
TZA,76
THA,64
TGO,2
TON,2
TTO,1
TTO,6
TUN,29
TUR,83
UGA,32
URY,83
VAT,6
VEN,75
VNM,5674
YEM,100
ZMB,68
