iso3,num_occurences
AUS,27
AUT,20
BHS,2
BGD,17
BEL,18
BLZ,2
BOL,29
BWA,2
BRA,72
BGR,10
KHM,168
CAN,265
CHL,163
COL,25
CRI,7
CUB,92
CYP,86
DNK,7
DMA,2
DOM,23
ECU,13
ETH,225
FIN,8
FRA,265
GMB,2
GEO,62
GHA,14
GRC,52
GRL,1
GLP,1
GUM,3
GTM,13
GUY,14
HTI,14
HND,5
HKG,5
HUN,39
ISL,3
IND,214
IRN,348
IRQ,31
ITA,331
JAM,1
JPN,389
KEN,26
KWT,5
LBN,126
LBR,3
LBY,7
LIE,2
LUX,1
MDG,1
MYS,17
MEX,87
FSM,5
MAR,5
MOZ,12
NPL,10
NLD,12
NZL,6
NIC,142
NGA,29
NOR,21
PAK,67
PAN,25
PNG,2
PRY,11
PER,39
POL,51
PRT,45
PRI,62
RWA,1
SAU,122
SEN,1
SGP,11
SLB,2
SOM,31
ESP,156
SDN,9
SUR,1
SWZ,1
SWE,15
CHE,30
SYR,15
TZA,28
THA,55
TTO,2
TUN,20
TUR,116
TCA,1
UGA,29
URY,9
VAT,2
VEN,35
VNM,313
ZMB,27
