iso3,num_occurences
AUS,72
AUT,18
BHS,3
BHR,8
BGD,26
BRB,4
BEL,22
BLZ,14
BEN,10
BMU,18
BOL,9
BWA,5
BRA,140
BGR,14
BDI,1
KHM,100
CAN,445
CYM,1
CAF,4
CHL,149
COL,37
CRI,20
HRV,1
CUB,266
CYP,107
DNK,14
DMA,1
DOM,9
ECU,15
SLV,1
ETH,275
FLK,4
FRO,1
FIN,12
FRA,435
GMB,10
GEO,94
GHA,12
GIB,3
GRC,106
GRL,2
GRD,3
GLP,1
GUM,3
GTM,14
GUY,5
HTI,18
HND,6
HKG,9
HUN,35
ISL,4
IND,405
IRN,181
IRQ,14
ITA,279
JAM,6
JPN,335
KEN,31
KWT,9
LBN,300
LSO,3
LBR,8
LBY,21
LIE,2
LUX,3
MKD,1
MDG,2
MWI,1
MYS,12
MLT,4
MHL,3
MEX,207
FSM,1
MAR,10
MOZ,35
NPL,8
NLD,53
NZL,11
NIC,26
NGA,35
NOR,15
PAK,235
PAN,34
PNG,2
PRY,7
PER,43
POL,87
PRT,105
PRI,120
QAT,6
SAU,103
SLE,2
SGP,9
SLB,2
SOM,52
ESP,358
LKA,2
SDN,35
SWZ,3
SWE,37
CHE,43
SYR,45
TZA,29
THA,97
TON,1
TTO,1
TUN,7
TUR,140
UGA,189
URY,16
VAT,3
VEN,66
VNM,382
ZMB,18
