iso3,num_occurences
AUS,346
AUT,20
BRB,3
BEL,130
BMU,94
BOL,43
BRA,346
BGR,60
CMR,5
CAN,586
CHL,168
CHN,202
COL,111
CRI,58
HRV,1
CUB,324
CYP,2
DNK,70
DMA,1
DOM,16
ECU,78
EGY,47
EST,3
ETH,16
FLK,1
FRO,1
FIN,44
FRA,1205
GUF,7
GEO,66
DEU,763
GIB,10
GRC,97
GRL,4
GRD,1
GLP,2
GTM,28
HTI,16
HND,23
HUN,77
ISL,18
IND,604
IRN,27
IRQ,12
IRL,7
IMN,3
ITA,241
JAM,11
JPN,234
KWT,1
LBN,8
LBR,8
LIE,4
LTU,5
LUX,23
MAC,1
MDG,4
MLT,9
MTQ,4
MEX,403
MCO,5
MAR,2
NPL,1
NLD,190
NCL,4
PNG,4
NZL,260
NIC,166
NGA,4
NOR,277
PAN,69
PRY,18
PER,50
POL,122
PRT,30
PRI,99
RUS,9
WSM,1
SAU,2
ZAF,1
ESP,129
SDN,2
SWE,84
CHE,95
SYR,20
THA,7
TON,2
TUN,3
TUR,61
TCA,1
URY,66
VAT,8
VEN,92
YEM,1
