iso3,num_occurences
AUS,138
AUT,831
BHS,1
BEL,177
BMU,44
BOL,93
BRA,254
BGR,313
CAN,461
CHL,112
CHN,1256
CXR,1
COL,146
CRI,37
CUB,180
CYP,14
DNK,100
DOM,4
ECU,79
EGY,392
ERI,16
ETH,35
FLK,5
FIN,135
FRA,1318
GUF,1
GMB,1
GEO,138
DEU,2625
GIB,11
GRC,1006
GRL,7
GUM,50
GTM,114
HTI,25
HND,9
HKG,16
HUN,310
ISL,36
IND,807
IRN,969
IRQ,53
IRL,23
ITA,1664
JAM,1
JPN,1572
LBN,75
LBR,9
LBY,50
LIE,1
LTU,1
LUX,17
MAC,2
MDG,3
MLT,4
MHL,21
MTQ,1
MEX,397
MNG,13
MAR,2
NLD,311
PNG,13
NZL,59
NIC,64
NGA,1
NOR,78
PAN,62
PRY,31
PER,34
POL,629
PRT,44
PRI,67
SAU,23
SGP,5
ZAF,7
ESP,936
SWE,131
CHE,55
SYR,71
TTO,2
TUR,425
URY,36
VAT,1
VEN,109
YEM,9
