iso3,num_occurences
AUS,140
AUT,95
AZE,17
BHR,6
BGD,16
BRB,7
BLR,13
BEL,29
BLZ,2
BEN,1
BMU,9
BTN,3
BOL,11
BIH,56
BWA,6
BRA,253
BRN,4
BGR,9
BFA,2
BDI,16
KHM,33
CMR,5
CAN,337
CYM,2
TCD,9
CHL,93
CHN,909
COL,165
COK,1
CRI,16
HRV,24
CUB,492
CYP,11
CZE,49
DNK,40
DJI,3
DMA,1
DOM,22
ECU,36
EGY,97
SLV,20
GNQ,4
ERI,29
EST,4
ETH,42
FJI,9
FIN,28
FRA,406
GUF,1
GAB,1
GMB,2
GEO,48
DEU,409
GHA,6
GRC,43
GRL,7
GRD,1
GUM,2
GTM,26
GIN,2
GNB,1
GUY,9
HTI,52
HND,10
HKG,75
HUN,23
ISL,6
IND,211
IDN,142
IRN,180
IRQ,124
IRL,99
IMN,2
ISR,1070
ITA,193
JPN,596
JOR,44
KAZ,19
KEN,49
KWT,15
KGZ,7
LVA,5
LBN,157
LBR,10
LBY,31
LIE,5
LTU,7
LUX,3
MAC,3
MDG,1
MWI,1
MYS,23
MDV,1
MLI,7
MLT,2
MHL,1
MTQ,1
MRT,1
MUS,2
MEX,366
MDA,2
MCO,2
MNG,5
MNE,25
MAR,24
MOZ,16
MMR,43
NAM,10
NRU,2
NPL,3
NLD,78
NZL,42
NIC,7
NGA,41
NIU,1
NOR,39
OMN,2
PAK,112
PAN,22
PRY,3
PER,105
PHL,65
POL,38
PRT,27
PRI,37
QAT,3
ROU,32
RUS,887
RWA,24
WSM,1
SAU,57
SEN,14
SRB,356
SLE,96
SGP,42
SVK,14
SVN,5
SLB,1
SOM,9
ZAF,145
ESP,146
LKA,25
SDN,16
SUR,4
SWE,53
CHE,78
SYR,129
TWN,158
TJK,9
TZA,36
THA,49
TGO,1
TTO,3
TUN,4
TUR,130
TKM,2
TUV,2
UGA,36
UKR,45
ARE,8
URY,3
UZB,7
VAT,2
VEN,56
VNM,77
YEM,85
ZMB,8
ZWE,74
