iso3,num_occurences
AUS,77
AUT,44
AZE,6
BHS,1
BHR,13
BGD,28
BRB,1
BLR,26
BEL,24
BLZ,5
BEN,10
BMU,6
BOL,17
BES,2
BIH,587
BWA,4
BRA,112
BRN,3
BGR,18
BFA,2
BDI,63
KHM,46
CMR,5
CAN,255
CPV,1
CAF,14
TCD,6
CHL,31
CHN,747
COL,126
CRI,14
HRV,149
CUB,220
CYP,9
CZE,54
DNK,23
DJI,1
DOM,61
ECU,15
EGY,117
SLV,19
ERI,6
EST,7
ETH,23
FJI,4
FIN,16
FRA,484
GUF,1
GAB,5
GMB,2
GEO,71
DEU,474
GHA,17
GRC,78
GRD,2
GUM,4
GTM,62
GIN,2
GNB,1
GUY,1
HTI,54
HND,15
HKG,97
HUN,51
ISL,6
IND,224
IDN,119
IRN,147
IRQ,316
IRL,80
ISR,854
ITA,247
JAM,15
JPN,859
JOR,47
KAZ,12
KEN,42
KWT,25
KGZ,1
LVA,3
LBN,136
LSO,5
LBR,61
LBY,44
LIE,1
LTU,19
LUX,1
MAC,2
MKD,2
MDG,4
MWI,8
MYS,29
MLI,16
MLT,3
MHL,2
MTQ,2
MRT,4
MUS,1
MEX,358
FSM,1
MDA,1
MCO,2
MNG,18
MNE,3
MAR,10
MOZ,4
MMR,59
NAM,3
NPL,7
NLD,62
PNG,1
NZL,10
NIC,35
NER,8
NGA,63
NOR,24
OMN,3
PAK,79
PLW,4
PAN,14
PNG,1
PRY,7
PER,87
PHL,44
POL,97
PRT,15
PRI,31
QAT,4
ROU,37
RUS,965
RWA,149
WSM,1
SAU,126
SEN,5
SRB,96
SLE,8
SGP,49
SVK,21
SVN,2
SOM,18
ZAF,179
ESP,113
LKA,27
SDN,31
SWE,40
CHE,55
SYR,96
TWN,158
TJK,7
TZA,17
THA,45
TGO,20
TON,1
TTO,10
TUN,6
TUR,140
TKM,2
TCA,2
UGA,21
UKR,56
ARE,3
GBR,179
URY,3
UZB,6
VAT,14
VEN,39
VNM,82
YEM,8
ZMB,11
ZWE,12
