iso3,num_occurences
AUS,123
AUT,56
BHS,3
BEL,227
BMU,68
BOL,95
BRA,190
BGR,209
CAN,366
CYM,1
CHL,71
CHN,349
COL,45
CRI,53
CUB,196
CYP,2
DNK,124
DOM,1
ECU,54
EGY,24
EST,40
ETH,19
FIN,293
FRA,2279
GUF,1
GEO,45
DEU,1506
GIB,4
GRC,615
GRL,1
GUM,13
GTM,94
HTI,6
HND,38
HKG,1
HUN,176
ISL,27
IND,124
IRN,44
IRQ,6
IRL,6
ITA,1134
JPN,299
LVA,28
LBN,25
LBR,4
LBY,3
LTU,39
LUX,16
MLT,2
MHL,9
MTQ,1
MEX,200
MCO,2
MAR,1
NPL,2
NLD,172
PNG,7
NZL,56
NIC,154
NOR,137
PAN,25
PRY,17
PER,17
POL,753
PRT,37
PRI,62
RUS,2
WSM,1
SLB,1
ZAF,1
ESP,265
SWE,168
CHE,111
SYR,16
THA,6
TUR,122
URY,17
VAT,1
VEN,46
