country,date
Iraq,2007-01-01T05:00:00+0000
Canada,2007-01-01T05:00:00+0000
Iran,2007-01-01T05:00:00+0000
France,2007-01-01T05:00:00+0000
Iraq,2007-01-01T05:00:00+0000
Iraq,2007-01-01T05:00:00+0000
Venezuela,2007-01-01T05:00:00+0000
Canada,2007-01-01T05:00:00+0000
Iraq,2007-01-01T05:00:00+0000
Somalia,2007-01-01T05:00:00+0000
Ethiopia,2007-01-01T05:00:00+0000
Bulgaria,2007-01-01T05:00:00+0000
Romania,2007-01-01T05:00:00+0000
Israel,2007-01-01T05:00:00+0000
Iraq,2007-01-01T05:00:00+0000
Mexico,2007-01-01T05:00:00+0000
Philippines,2007-01-01T05:00:00+0000
Rwanda,2007-01-01T05:00:00+0000
Somalia,2007-01-01T05:00:00+0000
Ethiopia,2007-01-01T05:00:00+0000
Iraq,2007-01-01T05:00:00+0000
Iraq,2007-01-02T05:00:00+0000
Israel,2007-01-02T05:00:00+0000
France,2007-01-02T05:00:00+0000
Sudan,2007-01-02T05:00:00+0000
Iraq,2007-01-02T05:00:00+0000
Finland,2007-01-02T05:00:00+0000
Iran,2007-01-02T05:00:00+0000
Iraq,2007-01-02T05:00:00+0000
Spain,2007-01-02T05:00:00+0000
Romania,2007-01-02T05:00:00+0000
Bulgaria,2007-01-02T05:00:00+0000
Israel,2007-01-02T05:00:00+0000
Somalia,2007-01-02T05:00:00+0000
Ethiopia,2007-01-02T05:00:00+0000
Barbados,2007-01-02T05:00:00+0000
Jamaica,2007-01-02T05:00:00+0000
Antigua and Barbuda,2007-01-02T05:00:00+0000
Iraq,2007-01-02T11:40:00+0000
Nepal,2007-01-02T12:53:00+0000
Sri Lanka,2007-01-03T05:00:00+0000
Venezuela,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Brazil,2007-01-03T05:00:00+0000
Somalia,2007-01-03T05:00:00+0000
Ethiopia,2007-01-03T05:00:00+0000
India,2007-01-03T05:00:00+0000
Zimbabwe,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Ireland,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Romania,2007-01-03T05:00:00+0000
Pakistan,2007-01-03T05:00:00+0000
Greece,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Russia,2007-01-03T05:00:00+0000
Belarus,2007-01-03T05:00:00+0000
Croatia,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Singapore,2007-01-03T05:00:00+0000
Lebanon,2007-01-03T05:00:00+0000
Israel,2007-01-03T05:00:00+0000
Israel,2007-01-03T05:00:00+0000
Slovenia,2007-01-03T05:00:00+0000
Indonesia,2007-01-03T05:00:00+0000
Iraq,2007-01-03T05:00:00+0000
Thailand,2007-01-03T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
France,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
France,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Kenya,2007-01-04T05:00:00+0000
Somalia,2007-01-04T05:00:00+0000
Ethiopia,2007-01-04T05:00:00+0000
Taiwan,2007-01-04T05:00:00+0000
Vietnam,2007-01-04T05:00:00+0000
China,2007-01-04T05:00:00+0000
Iran,2007-01-04T05:00:00+0000
Hungary,2007-01-04T05:00:00+0000
Mexico,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Venezuela,2007-01-04T05:00:00+0000
Bermuda,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Iraq,2007-01-04T05:00:00+0000
Uruguay,2007-01-04T08:37:00+0000
China,2007-01-05T05:00:00+0000
France,2007-01-05T05:00:00+0000
Canada,2007-01-05T05:00:00+0000
Australia,2007-01-05T05:00:00+0000
France,2007-01-05T05:00:00+0000
Russia,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Somalia,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Pakistan,2007-01-05T05:00:00+0000
Iran,2007-01-05T05:00:00+0000
China,2007-01-05T05:00:00+0000
China,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Turkmenistan,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Israel,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Iraq,2007-01-05T05:00:00+0000
Venezuela,2007-01-05T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
Japan,2007-01-06T05:00:00+0000
Indonesia,2007-01-06T05:00:00+0000
China,2007-01-06T05:00:00+0000
Japan,2007-01-06T05:00:00+0000
China,2007-01-06T05:00:00+0000
Hong Kong,2007-01-06T05:00:00+0000
Poland,2007-01-06T05:00:00+0000
Sudan,2007-01-06T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
Somalia,2007-01-06T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
Canada,2007-01-06T05:00:00+0000
Germany,2007-01-06T05:00:00+0000
China,2007-01-06T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
China,2007-01-06T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
Israel,2007-01-06T05:00:00+0000
Iraq,2007-01-06T05:00:00+0000
Venezuela,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Poland,2007-01-07T05:00:00+0000
Mexico,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Sri Lanka,2007-01-07T05:00:00+0000
Germany,2007-01-07T05:00:00+0000
Somalia,2007-01-07T05:00:00+0000
Ethiopia,2007-01-07T05:00:00+0000
Germany,2007-01-07T05:00:00+0000
Chile,2007-01-07T05:00:00+0000
Netherlands,2007-01-07T05:00:00+0000
Israel,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Israel,2007-01-07T05:00:00+0000
Egypt,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
India,2007-01-07T05:00:00+0000
India,2007-01-07T05:00:00+0000
Myanmar,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Iraq,2007-01-07T05:00:00+0000
Pakistan,2007-01-07T06:01:00+0000
Iraq,2007-01-08T05:00:00+0000
Iraq,2007-01-08T05:00:00+0000
Iraq,2007-01-08T05:00:00+0000
Iraq,2007-01-08T05:00:00+0000
Russia,2007-01-08T05:00:00+0000
Somalia,2007-01-08T05:00:00+0000
Iraq,2007-01-08T05:00:00+0000
Iraq,2007-01-08T05:00:00+0000
