iso3,num_occurences
AUS,104
AUT,321
BHS,2
BEL,100
BMU,17
BOL,18
BRA,40
BGR,42
CAN,720
CHL,66
CHN,3523
COL,35
CRI,34
CUB,132
CYP,2
DNK,44
DOM,1
ECU,11
EGY,113
ETH,1
FLK,1
FIN,11
FRA,1717
GEO,2
DEU,1582
GIB,2
GRC,80
GRL,35
GTM,13
HTI,35
HND,3
HUN,169
ISL,5
IND,137
IRQ,13
IRL,267
IMN,2
ITA,710
JAM,18
JPN,320
LVA,18
LBR,11
LTU,87
MAC,1
MKD,5
MDG,9
MLT,1
MEX,1448
MCO,2
MNG,4
MNE,6
MAR,52
NLD,28
PNG,2
NZL,16
NIC,711
NOR,25
PAN,83
PRY,7
PER,27
PHL,3
POL,348
PRT,57
RUS,1531
WSM,8
SRB,2
SLE,3
SGP,4
SLB,1
ZAF,38
ESP,262
SDN,1
SWE,42
CHE,72
SYR,13
SHN,2
TUN,2
TUR,225
UKR,42
URY,8
VAT,6
VEN,5
YEM,2
