iso3,num_occurences
AUS,123
AUT,338
BHS,26
BRB,1
BEL,129
BMU,118
BOL,42
BRA,426
BGR,82
CAN,1012
CHL,98
CHN,914
COL,114
CRI,54
CUB,478
CYP,3
DNK,45
DOM,7
ECU,65
EGY,163
SLV,1
ERI,18
EST,33
ETH,3251
FLK,1
FIN,46
FRA,927
GEO,133
DEU,2840
GIB,21
GRC,366
GUM,3
GTM,27
HTI,25
HND,37
HUN,82
ISL,4
IND,123
IRN,14
IRQ,24
IRL,150
ITA,855
JAM,21
JPN,608
KEN,3
LVA,8
LBR,13
LBY,17
LTU,14
MAC,3
MLT,35
MEX,696
MCO,5
MNG,38
MNE,1
MAR,6
NLD,96
PNG,6
NZL,35
NIC,124
NOR,25
PAN,75
PRY,11
PER,107
POL,169
PRT,26
PRI,177
RUS,3
SGP,4
ZAF,3
ESP,259
SWE,64
CHE,44
SYR,16
TTO,13
TUN,5
TUR,119
TKM,1
URY,37
VAT,12
VEN,23
YEM,1
