iso3,num_occurences
AUS,35
AUT,33
BHR,8
BGD,42
BRB,5
BLR,2
BEL,27
BLZ,4
BEN,6
BMU,4
BTN,6
BOL,6
BES,2
BRA,115
BGR,34
BFA,1
BDI,1
KHM,75
CMR,3
CAN,229
CPV,1
CYM,5
CAF,1
TCD,1
CHL,49
CHN,428
COL,105
COK,1
CRI,10
CUB,140
CYP,19
DNK,12
DJI,1
DMA,1
DOM,15
ECU,11
EGY,122
SLV,99
EST,46
ETH,78
FLK,7
FIN,18
FRA,377
GUF,3
GMB,2
GEO,40
DEU,453
GHA,2
GRC,70
GRL,1
GRD,6
GLP,3
GUM,6
GTM,20
GIN,1
GUY,1
HTI,123
HND,1
HKG,75
HUN,69
ISL,8
IND,242
IDN,30
IRN,310
IRQ,2391
IRL,51
ISR,977
ITA,153
JPN,795
JOR,138
KEN,58
KWT,1155
KGZ,2
LVA,86
LBN,272
LSO,1
LBR,13
LBY,48
LIE,2
LTU,155
LUX,3
MAC,2
MKD,2
MDG,10
MWI,2
MYS,18
MDV,1
MLI,10
MLT,1
MHL,1
MTQ,4
MRT,7
MEX,161
FSM,3
MDA,2
MCO,1
MNG,10
MAR,21
MOZ,2
MMR,34
NAM,8
NPL,20
NLD,33
NZL,18
NIC,81
NER,3
NGA,22
NOR,14
OMN,6
PAK,46
PAN,64
PNG,2
PRY,18
PER,77
PHL,97
POL,195
PRT,19
PRI,38
QAT,6
ROU,62
RWA,4
WSM,1
SAU,419
SEN,3
SRB,3
SLE,5
SGP,20
SOM,30
ZAF,383
ESP,74
LKA,19
SDN,20
SUR,5
SWE,29
CHE,46
SYR,181
TWN,40
TZA,6
THA,62
TGO,5
TTO,4
TUN,14
TUR,173
TKM,1
UGA,16
UKR,43
ARE,7
URY,5
VEN,20
VNM,95
YEM,9
ZMB,11
ZWE,10
