iso3,num_occurences
AUS,92
AUT,407
AZE,5
BHS,1
BEL,115
BMU,29
BOL,16
BRA,52
BGR,160
CAN,410
CHL,122
CHN,1083
COL,17
CRI,5
CUB,86
DNK,46
ECU,17
EGY,140
ETH,1
FIN,36
FRA,1604
GEO,5
DEU,1640
GIB,1
GRC,162
GRL,8
GUM,1
GTM,8
HTI,13
HND,24
HUN,186
ISL,6
IND,117
IRQ,1
IRL,278
ITA,768
JAM,23
JPN,280
KEN,1
LVA,11
LBR,15
LTU,9
MKD,11
MLT,1
MTQ,2
MEX,588
MNG,12
MAR,431
NLD,14
NZL,19
NIC,59
NGA,1
NOR,33
PAN,27
PRY,1
PER,17
POL,226
PRT,46
RUS,1241
WSM,1
SRB,13
SGP,16
SVK,2
ZAF,25
ESP,171
SDN,4
SWE,61
CHE,55
SYR,170
TTO,1
TUR,278
UKR,8
URY,5
UZB,1
VAT,1
VEN,14
