iso3,num_occurences
AUS,173
AUT,429
BHS,3
BRB,1
BEL,121
BMU,24
BOL,76
BRA,212
BGR,230
CAN,730
CHL,93
CHN,1970
COL,190
CRI,65
HRV,2
CUB,123
CYP,15
DNK,59
DOM,13
ECU,40
EGY,133
SLV,2
ERI,13
ETH,14
FIN,100
FRA,972
GEO,41
DEU,3046
GRC,484
GRL,1
GUM,32
GTM,88
HTI,19
HND,12
HKG,61
HUN,479
ISL,22
IND,513
IDN,1
IRN,28
IRQ,7
IRL,16
ISR,228
ITA,327
JAM,2
JPN,391
JOR,1
KEN,1
KWT,2
LBN,18
LBR,2
LBY,14
LUX,2
MAC,6
MDG,6
MLT,13
MHL,2
MEX,100
MCO,8
MNG,1
MAR,4
NPL,6
NLD,106
NZL,37
NIC,13
NGA,3
NOR,100
PAK,90
PAN,67
PRY,34
PER,56
PHL,2
POL,325
PRT,53
PRI,89
SAU,19
SRB,1
SGP,3
ZAF,1
ESP,255
SWE,103
CHE,83
SYR,112
TTO,1
TUR,98
URY,23
VAT,3
VEN,69
YEM,5
