iso3,num_occurences
AUS,232
AUT,17
BHS,2
BRB,2
BEL,169
BMU,59
BOL,50
BRA,313
BGR,123
CAN,969
CHL,242
CHN,2384
COL,94
COK,1
CRI,94
CUB,314
DNK,149
DMA,3
DOM,24
ECU,73
EGY,77
EST,12
ETH,21
FLK,1
FIN,228
FRA,1639
GEO,51
DEU,886
GIB,6
GRC,132
GRL,12
GLP,2
GUM,2
GTM,23
HTI,8
HND,11
HKG,44
HUN,196
ISL,17
IND,198
IRN,8
IRQ,14
IRL,17
ITA,597
JAM,11
JPN,1521
LVA,18
LBN,6
LBR,8
LBY,4
LIE,9
LTU,28
LUX,41
MAC,1
MDG,2
MLT,8
MTQ,12
MRT,1
MEX,566
MCO,4
MOZ,4
NLD,395
NCL,4
PNG,1
NZL,168
NIC,144
NER,2
NGA,2
NOR,194
PAN,96
PRY,42
PER,45
POL,326
PRT,54
PRI,141
RUS,4
WSM,1
SAU,6
SEN,1
SLE,1
ZAF,1
ESP,439
SWE,178
CHE,138
SYR,25
THA,2
TGO,1
TTO,3
TTO,2
TUR,131
UGA,1
URY,103
VAT,27
VEN,28
YEM,1
