country,date
India,1960-01-01T05:00:00+0000
Germany,1960-01-01T05:00:00+0000
France,1960-01-01T05:00:00+0000
France,1960-01-01T05:00:00+0000
Cyprus,1960-01-01T05:00:00+0000
Italy,1960-01-01T05:00:00+0000
Italy,1960-01-01T05:00:00+0000
Pakistan,1960-01-01T05:00:00+0000
Spain,1960-01-01T05:00:00+0000
Spain,1960-01-01T05:00:00+0000
Vietnam,1960-01-01T05:00:00+0000
Vietnam,1960-01-01T05:00:00+0000
China,1960-01-01T05:00:00+0000
Sudan,1960-01-01T05:00:00+0000
Ethiopia,1960-01-01T05:00:00+0000
Japan,1960-01-01T05:00:00+0000
Germany,1960-01-01T05:00:00+0000
Germany,1960-01-01T05:00:00+0000
France,1960-01-01T05:00:00+0000
Puerto Rico,1960-01-01T05:00:00+0000
Spain,1960-01-01T05:00:00+0000
Martinique,1960-01-01T05:00:00+0000
Cuba,1960-01-01T05:00:00+0000
Brazil,1960-01-01T05:00:00+0000
Brazil,1960-01-01T05:00:00+0000
China,1960-01-01T05:00:00+0000
China,1960-01-01T05:00:00+0000
Cuba,1960-01-01T05:00:00+0000
Dominican Republic,1960-01-01T05:00:00+0000
Saudi Arabia,1960-01-01T05:00:00+0000
Germany,1960-01-02T05:00:00+0000
Morocco,1960-01-02T05:00:00+0000
Chile,1960-01-02T05:00:00+0000
Poland,1960-01-02T05:00:00+0000
Poland,1960-01-02T05:00:00+0000
Poland,1960-01-02T05:00:00+0000
Germany,1960-01-02T05:00:00+0000
India,1960-01-02T05:00:00+0000
India,1960-01-02T05:00:00+0000
Italy,1960-01-02T05:00:00+0000
France,1960-01-02T05:00:00+0000
Somalia,1960-01-02T05:00:00+0000
Israel,1960-01-02T05:00:00+0000
Israel,1960-01-02T05:00:00+0000
Morocco,1960-01-02T05:00:00+0000
Iran,1960-01-02T05:00:00+0000
Iraq,1960-01-02T05:00:00+0000
India,1960-01-02T05:00:00+0000
Israel,1960-01-03T05:00:00+0000
Iran,1960-01-03T05:00:00+0000
France,1960-01-03T05:00:00+0000
Cuba,1960-01-03T05:00:00+0000
Australia,1960-01-03T05:00:00+0000
Germany,1960-01-03T05:00:00+0000
Germany,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
Israel,1960-01-03T05:00:00+0000
Kenya,1960-01-03T05:00:00+0000
Spain,1960-01-03T05:00:00+0000
Cuba,1960-01-03T05:00:00+0000
Canada,1960-01-03T05:00:00+0000
Cyprus,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
Brazil,1960-01-03T05:00:00+0000
Morocco,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
China,1960-01-03T05:00:00+0000
Venezuela,1960-01-03T05:00:00+0000
Paraguay,1960-01-03T05:00:00+0000
Brazil,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
Iraq,1960-01-03T05:00:00+0000
Iraq,1960-01-03T05:00:00+0000
Japan,1960-01-03T05:00:00+0000
Greece,1960-01-03T05:00:00+0000
Greece,1960-01-03T05:00:00+0000
Cuba,1960-01-03T05:00:00+0000
France,1960-01-03T05:00:00+0000
Nigeria,1960-01-03T05:00:00+0000
Nigeria,1960-01-03T05:00:00+0000
India,1960-01-03T05:00:00+0000
Germany,1960-01-03T05:00:00+0000
Germany,1960-01-03T05:00:00+0000
Puerto Rico,1960-01-03T05:00:00+0000
Cuba,1960-01-04T05:00:00+0000
India,1960-01-04T05:00:00+0000
France,1960-01-04T05:00:00+0000
Greece,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Nicaragua,1960-01-04T05:00:00+0000
Honduras,1960-01-04T05:00:00+0000
China,1960-01-04T05:00:00+0000
Switzerland,1960-01-04T05:00:00+0000
Spain,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Iraq,1960-01-04T05:00:00+0000
Hungary,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Germany,1960-01-04T05:00:00+0000
Australia,1960-01-04T05:00:00+0000
Italy,1960-01-04T05:00:00+0000
Poland,1960-01-04T05:00:00+0000
Poland,1960-01-04T05:00:00+0000
Tunisia,1960-01-04T05:00:00+0000
Netherlands,1960-01-04T05:00:00+0000
Morocco,1960-01-05T05:00:00+0000
Australia,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Nicaragua,1960-01-05T05:00:00+0000
Honduras,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Poland,1960-01-05T05:00:00+0000
Poland,1960-01-05T05:00:00+0000
India,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Pakistan,1960-01-05T05:00:00+0000
Liberia,1960-01-05T05:00:00+0000
Portugal,1960-01-05T05:00:00+0000
Morocco,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Paraguay,1960-01-05T05:00:00+0000
India,1960-01-05T05:00:00+0000
China,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Germany,1960-01-05T05:00:00+0000
Poland,1960-01-05T05:00:00+0000
Spain,1960-01-05T05:00:00+0000
India,1960-01-05T05:00:00+0000
India,1960-01-05T05:00:00+0000
Iraq,1960-01-05T05:00:00+0000
Portugal,1960-01-05T05:00:00+0000
Japan,1960-01-05T05:00:00+0000
Japan,1960-01-05T05:00:00+0000
Panama,1960-01-05T05:00:00+0000
France,1960-01-05T05:00:00+0000
Austria,1960-01-05T05:00:00+0000
Dominican Republic,1960-01-05T05:00:00+0000
France,1960-01-05T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Cuba,1960-01-06T05:00:00+0000
Japan,1960-01-06T05:00:00+0000
Italy,1960-01-06T05:00:00+0000
India,1960-01-06T05:00:00+0000
Venezuela,1960-01-06T05:00:00+0000
Poland,1960-01-06T05:00:00+0000
Hungary,1960-01-06T05:00:00+0000
Poland,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
India,1960-01-06T05:00:00+0000
Ghana,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Ghana,1960-01-06T05:00:00+0000
France,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
Spain,1960-01-06T05:00:00+0000
Germany,1960-01-06T05:00:00+0000
France,1960-01-06T05:00:00+0000
Cyprus,1960-01-06T05:00:00+0000
Israel,1960-01-06T05:00:00+0000
Canada,1960-01-06T05:00:00+0000
Japan,1960-01-06T05:00:00+0000
France,1960-01-06T05:00:00+0000
Brazil,1960-01-06T05:00:00+0000
Morocco,1960-01-06T05:00:00+0000
Puerto Rico,1960-01-06T05:00:00+0000
Cuba,1960-01-06T05:00:00+0000
India,1960-01-07T05:00:00+0000
India,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Canada,1960-01-07T05:00:00+0000
Poland,1960-01-07T05:00:00+0000
Poland,1960-01-07T05:00:00+0000
Japan,1960-01-07T05:00:00+0000
Iraq,1960-01-07T05:00:00+0000
India,1960-01-07T05:00:00+0000
Ghana,1960-01-07T05:00:00+0000
Kenya,1960-01-07T05:00:00+0000
Venezuela,1960-01-07T05:00:00+0000
Morocco,1960-01-07T05:00:00+0000
Canada,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Spain,1960-01-07T05:00:00+0000
Cuba,1960-01-07T05:00:00+0000
Cyprus,1960-01-07T05:00:00+0000
Iraq,1960-01-07T05:00:00+0000
India,1960-01-07T05:00:00+0000
Japan,1960-01-07T05:00:00+0000
Libya,1960-01-07T05:00:00+0000
Japan,1960-01-07T05:00:00+0000
Brazil,1960-01-07T05:00:00+0000
China,1960-01-07T05:00:00+0000
Puerto Rico,1960-01-07T05:00:00+0000
Uruguay,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Italy,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
France,1960-01-07T05:00:00+0000
France,1960-01-07T05:00:00+0000
Morocco,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Spain,1960-01-07T05:00:00+0000
Cuba,1960-01-07T05:00:00+0000
Cuba,1960-01-07T05:00:00+0000
Germany,1960-01-07T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
India,1960-01-08T05:00:00+0000
Cuba,1960-01-08T05:00:00+0000
Cuba,1960-01-08T05:00:00+0000
Cuba,1960-01-08T05:00:00+0000
Cuba,1960-01-08T05:00:00+0000
France,1960-01-08T05:00:00+0000
France,1960-01-08T05:00:00+0000
India,1960-01-08T05:00:00+0000
France,1960-01-08T05:00:00+0000
Canada,1960-01-08T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
Germany,1960-01-08T05:00:00+0000
Jordan,1960-01-08T05:00:00+0000
Ghana,1960-01-08T05:00:00+0000
