iso3,num_occurences
ATG,4
AUS,215
AUT,53
AZE,14
BHR,15
BGD,88
BRB,3
BEL,94
BLZ,4
BEN,1
BMU,7
BTN,9
BOL,22
BIH,11
BWA,8
BRA,343
BRN,1
BGR,23
BFA,14
BDI,16
KHM,20
CMR,12
CAN,250
CPV,5
CYM,3
CAF,19
TCD,12
CHL,30
CHN,1357
COL,100
CRI,19
HRV,15
CUB,219
CYP,6
CZE,20
DNK,43
DJI,2
DOM,25
ECU,30
EGY,154
SLV,25
GNQ,3
ERI,8
EST,12
ETH,35
FLK,1
FRO,1
FJI,3
FIN,30
FRA,500
GUF,1
GAB,7
GMB,13
GEO,69
DEU,484
GHA,14
GIB,5
GRC,137
GRL,8
GRD,1
GLP,3
GUM,2
GTM,30
GIN,13
GNB,1
GUY,2
HTI,70
HND,26
HKG,157
HUN,31
ISL,38
IND,313
IDN,84
IRN,370
IRQ,258
IRL,79
IMN,1
ISR,420
ITA,281
JPN,287
JOR,45
KAZ,11
KEN,64
KIR,1
KWT,10
KGZ,4
LVA,6
LBN,36
LSO,1
LBR,16
LBY,99
LIE,1
LTU,7
LUX,2
MKD,25
MDG,5
MWI,6
MYS,63
MDV,7
MLI,17
MLT,9
MHL,4
MRT,3
MUS,1
MEX,324
FSM,1
MDA,6
MCO,3
MNG,5
MNE,8
MSR,1
MAR,26
MOZ,5
MMR,67
NAM,12
NRU,15
NPL,39
NLD,49
NZL,33
NIC,17
NER,11
NGA,90
MNP,3
NOR,40
OMN,5
PAK,175
PLW,7
PAN,42
PNG,8
PRY,6
PER,35
PHL,168
POL,81
PRT,32
PRI,126
QAT,21
ROU,20
RUS,896
RWA,17
WSM,1
STP,1
SAU,284
SEN,21
SRB,26
SLE,15
SGP,30
SVK,12
SVN,7
SOM,48
ZAF,102
SSD,51
ESP,145
LKA,19
SDN,17
SUR,1
SWZ,2
SWE,66
CHE,45
SYR,750
TWN,96
TJK,3
TZA,12
THA,71
TGO,1
TON,2
TTO,3
TUN,25
TUR,381
TCA,1
UGA,29
UKR,119
ARE,22
URY,12
UZB,13
VUT,1
VAT,12
VEN,97
VNM,69
YEM,112
ZMB,4
ZWE,17
