iso3,num_occurences
AUS,230
AUT,435
BHS,15
BRB,1
BEL,131
BMU,131
BOL,35
BRA,353
BGR,55
CAN,968
CHL,189
CHN,705
COL,96
CRI,54
CUB,361
CYP,7
DNK,20
DOM,6
ECU,85
EGY,85
ERI,10
EST,25
ETH,1285
FLK,2
FIN,45
FRA,1439
GEO,141
DEU,2407
GIB,16
GRC,161
GUM,4
GTM,25
HTI,3
HND,49
HUN,120
ISL,4
IND,57
IRN,12
IRQ,24
IRL,113
ITA,687
JAM,21
JPN,709
KEN,7
LVA,12
LBN,1
LBR,11
LBY,2
LIE,1
LTU,16
LUX,1
MAC,1
MLT,8
MTQ,1
MEX,422
MCO,6
MAR,15
NLD,87
PNG,3
NZL,60
NIC,223
NGA,2
NOR,82
PAN,61
PRY,69
PER,95
PHL,1
POL,309
PRT,27
PRI,303
RUS,3
SRB,1
SGP,6
SLB,1
ZAF,6
ESP,2577
SWE,54
CHE,68
SYR,57
TTO,6
TUN,3
TUR,112
URY,31
VAT,11
VEN,94
