iso3,num_occurences
AUS,128
AUT,23
BHR,4
BGD,131
BEL,35
BLZ,3
BMU,18
BTN,4
BOL,28
BWA,3
BRA,81
BGR,13
BDI,19
KHM,1025
CMR,6
CAN,432
CAF,3
CHL,565
COL,24
COK,3
CRI,19
CUB,108
CYP,57
DNK,37
DOM,22
ECU,15
ETH,26
FIN,16
FRA,495
GMB,3
GEO,46
DEU,297
GHA,4
GIB,3
GRC,370
GRL,3
GRD,4
GTM,2
GUY,6
HTI,25
HND,3
HKG,26
HUN,31
ISL,17
IND,286
IRN,98
IRQ,59
IRL,3
ITA,283
JPN,529
KEN,13
KWT,19
LBN,80
LSO,1
LBR,17
LBY,120
LIE,5
LUX,5
MAC,2
MWI,1
MYS,14
MLT,1
MUS,1
MEX,106
MCO,1
MAR,16
MOZ,28
NPL,8
NLD,54
NCL,1
NZL,24
NIC,31
NGA,24
NOR,29
OMN,3
PAK,107
PAN,14
PNG,6
PRY,6
PER,30
PHL,1
POL,68
PRT,49
PRI,50
QAT,3
RWA,11
SAU,72
SLE,2
SGP,26
SLB,1
SOM,5
ESP,137
SDN,20
SWZ,5
SWE,62
CHE,26
SYR,23
TZA,6
THA,106
TGO,2
TTO,4
TTO,1
TUN,17
TUR,69
UGA,70
URY,67
VAT,5
VEN,59
VNM,2480
YEM,2
ZMB,27
