iso3,num_occurences
ATG,15
AUS,321
AUT,20
AZE,5
BHR,16
BGD,67
BRB,2
BLR,7
BEL,33
BLZ,2
BMU,12
BTN,10
BOL,7
BIH,14
BWA,9
BRA,134
BGR,9
BFA,6
BDI,9
KHM,34
CMR,7
CAN,338
CYM,2
CAF,11
TCD,12
CHL,27
CHN,972
COL,39
CRI,8
HRV,13
CUB,91
CYP,9
CZE,16
DNK,31
DJI,8
DMA,7
DOM,17
ECU,14
EGY,103
SLV,22
GNQ,3
ERI,4
EST,4
ETH,28
FJI,12
FIN,14
FRA,405
GUF,1
GMB,16
GEO,77
DEU,304
GHA,12
GIB,4
GRC,58
GRL,4
GRD,2
GLP,5
GUM,31
GTM,22
GIN,1
GNB,1
GUY,6
HTI,35
HND,31
HKG,78
HUN,28
ISL,28
IND,250
IDN,70
IRN,332
IRQ,185
IRL,62
IMN,6
ISR,287
ITA,136
JPN,246
JOR,24
KAZ,8
KEN,61
KIR,1
KWT,7
KGZ,4
LVA,6
LBN,44
LSO,3
LBR,33
LBY,44
LIE,2
LTU,12
LUX,5
MKD,3
MDG,7
MWI,4
MYS,45
MDV,11
MLI,9
MLT,15
MHL,3
MTQ,1
MRT,1
MUS,3
MEX,309
MCO,6
MNG,4
MNE,4
MAR,16
MOZ,1
MMR,125
NAM,9
NRU,7
NPL,13
NLD,73
NZL,37
NIC,8
NER,31
NGA,57
NOR,32
OMN,1
PAK,109
PLW,1
PAN,12
PNG,5
PRY,4
PER,28
PHL,125
POL,67
PRT,38
PRI,220
QAT,55
ROU,28
RUS,972
RWA,14
SAU,226
SEN,11
SRB,20
SLE,6
SGP,41
SVK,9
SVN,4
SLB,1
SOM,65
ZAF,56
SSD,25
ESP,149
LKA,9
SDN,21
SUR,1
SWZ,1
SWE,52
CHE,25
SYR,421
TWN,37
TJK,1
TZA,9
THA,25
TGO,1
TON,2
TTO,9
TUN,9
TUR,214
TKM,1
TCA,4
UGA,23
UKR,83
ARE,33
URY,4
UZB,6
VUT,1
VAT,6
VEN,134
VNM,112
YEM,112
ZMB,5
ZWE,55
