iso3,num_occurences
AUS,104
AUT,38
AZE,25
BHR,2
BGD,24
BRB,4
BLR,6
BEL,30
BLZ,7
BEN,3
BMU,12
BTN,7
BOL,55
BIH,50
BWA,2
BRA,189
BGR,17
BFA,4
BDI,3
KHM,37
CMR,2
CAN,309
CYM,3
TCD,5
CHL,50
CHN,905
COL,79
CRI,12
HRV,36
CUB,91
CYP,6
CZE,17
DNK,24
DMA,2
DOM,28
ECU,27
EGY,176
SLV,16
GNQ,6
ERI,6
EST,8
ETH,31
FJI,3
FIN,14
FRA,518
GAB,3
GMB,1
GEO,69
DEU,394
GHA,13
GIB,4
GRC,47
GRL,2
GRD,1
GLP,2
GUM,7
GTM,40
GIN,2
GNB,3
GUY,1
HTI,21
HND,24
HKG,78
HUN,14
ISL,16
IND,277
IDN,166
IRN,311
IRQ,2460
IRL,68
IMN,1
ISR,713
ITA,295
JAM,9
JPN,458
JOR,60
KAZ,26
KEN,53
KWT,19
KGZ,43
LVA,8
LBN,182
LSO,3
LBR,26
LBY,24
LTU,9
LUX,7
MAC,2
MDG,3
MWI,12
MYS,16
MDV,6
MLI,5
MHL,1
MTQ,1
MRT,1
MUS,3
MEX,277
FSM,1
MDA,7
MCO,11
MNG,10
MNE,1
MSR,4
MAR,26
MOZ,9
MMR,17
NAM,2
NPL,25
NLD,85
NZL,17
NIC,25
NER,41
NGA,40
MNP,4
NOR,38
OMN,5
PAK,216
PLW,3
PAN,18
PNG,3
PRY,5
PER,21
PHL,20
POL,55
PRT,18
PRI,21
QAT,17
ROU,27
RUS,454
RWA,19
WSM,1
STP,1
SAU,107
SEN,4
SRB,32
SLE,3
SGP,26
SVK,5
SVN,7
SOM,19
ZAF,88
ESP,155
LKA,74
SDN,112
SUR,2
SWZ,3
SWE,43
CHE,58
SYR,205
TWN,61
TJK,5
TZA,15
THA,92
TGO,13
TTO,5
TUN,4
TUR,101
TKM,4
TCA,1
UGA,24
UKR,73
ARE,21
URY,8
UZB,47
VAT,14
VEN,93
VNM,60
YEM,13
ZMB,11
ZWE,63
