iso3,num_occurences
AUS,54
AUT,22
AZE,39
BHR,3
BGD,11
BLR,13
BEL,32
BLZ,4
BEN,5
BMU,7
BTN,5
BOL,13
BIH,431
BWA,3
BRA,112
BRN,2
BGR,17
BDI,2
KHM,100
CMR,1
CAN,417
CYM,1
CAF,2
CHL,30
CHN,487
COL,80
CRI,12
HRV,160
CUB,131
CYP,5
CZE,64
DNK,35
DJI,2
DOM,14
ECU,11
EGY,198
SLV,57
ERI,8
EST,14
ETH,18
FJI,1
FIN,14
FRA,407
GAB,2
GMB,2
GEO,35
DEU,457
GHA,2
GRC,44
GRL,9
GRD,2
GUM,2
GTM,39
GUY,2
HTI,321
HND,4
HKG,52
HUN,62
IND,150
IDN,21
IRN,128
IRQ,314
IRL,70
ISR,766
ITA,234
JPN,707
JOR,59
KAZ,16
KEN,21
KWT,62
KGZ,3
LVA,14
LBN,102
LBR,9
LBY,36
LTU,15
LUX,6
MAC,1
MKD,6
MWI,4
MYS,7
MLI,1
MLT,3
MHL,1
MEX,447
FSM,1
MDA,3
MCO,4
MNG,2
MNE,2
MAR,15
MOZ,4
MMR,19
NAM,3
NPL,15
NLD,40
PNG,1
NZL,12
NIC,42
NER,2
NGA,61
MNP,3
NOR,40
OMN,2
PAK,70
PAN,5
PRY,11
PER,41
PHL,23
POL,100
PRT,13
PRI,53
QAT,5
ROU,36
RUS,997
RWA,6
SAU,64
SEN,3
SRB,396
SGP,17
SVK,24
SVN,7
SOM,333
ZAF,198
ESP,87
LKA,19
SDN,24
SWZ,2
SWE,24
CHE,22
SYR,76
TWN,27
TJK,11
TZA,3
THA,30
TTO,3
TUN,6
TUR,75
TKM,1
UGA,11
UKR,86
ARE,6
URY,12
UZB,5
VAT,8
VEN,24
VNM,91
YEM,6
ZMB,2
ZWE,10
