country,date
Mexico,1853-01-01T05:00:00+0000
Mexico,1853-01-01T05:00:00+0000
Mexico,1853-01-01T05:00:00+0000
Ecuador,1853-01-03T05:00:00+0000
Russia,1853-01-03T05:00:00+0000
Italy,1853-01-03T05:00:00+0000
Denmark,1853-01-03T05:00:00+0000
Turkey,1853-01-03T05:00:00+0000
Peru,1853-01-03T05:00:00+0000
Australia,1853-01-03T05:00:00+0000
Spain,1853-01-03T05:00:00+0000
Germany,1853-01-03T05:00:00+0000
Bolivia,1853-01-03T05:00:00+0000
Brazil,1853-01-03T05:00:00+0000
Venezuela,1853-01-03T05:00:00+0000
France,1853-01-03T05:00:00+0000
Malta,1853-01-04T05:00:00+0000
Spain,1853-01-06T05:00:00+0000
Spain,1853-01-06T05:00:00+0000
Spain,1853-01-10T05:00:00+0000
Spain,1853-01-10T05:00:00+0000
Panama,1853-01-13T05:00:00+0000
Mexico,1853-01-14T05:00:00+0000
France,1853-01-17T05:00:00+0000
Spain,1853-01-18T05:00:00+0000
Liberia,1853-01-19T05:00:00+0000
Mexico,1853-01-21T05:00:00+0000
Mexico,1853-01-24T05:00:00+0000
Spain,1853-01-25T05:00:00+0000
Montenegro,1853-01-26T05:00:00+0000
Mexico,1853-01-27T05:00:00+0000
Ecuador,1853-01-28T05:00:00+0000
Mexico,1853-01-31T05:00:00+0000
Japan,1853-01-31T05:00:00+0000
Mexico,1853-02-03T05:00:00+0000
Mexico,1853-02-07T05:00:00+0000
Mexico,1853-02-09T05:00:00+0000
Montenegro,1853-02-12T05:00:00+0000
Canada,1853-02-14T05:00:00+0000
Mexico,1853-02-14T05:00:00+0000
Mexico,1853-02-14T05:00:00+0000
Montenegro,1853-02-15T05:00:00+0000
Mexico,1853-02-16T05:00:00+0000
Mexico,1853-02-23T05:00:00+0000
Italy,1853-02-24T05:00:00+0000
Italy,1853-03-02T05:00:00+0000
Japan,1853-03-03T05:00:00+0000
Liberia,1853-03-04T05:00:00+0000
Turkey,1853-03-14T05:00:00+0000
Brazil,1853-03-14T05:00:00+0000
Turkey,1853-03-15T05:00:00+0000
Mexico,1853-03-16T05:00:00+0000
Mexico,1853-03-18T05:00:00+0000
Panama,1853-03-23T05:00:00+0000
Turkey,1853-03-26T05:00:00+0000
Brazil,1853-03-28T05:00:00+0000
Mexico,1853-04-02T05:00:00+0000
Turkey,1853-04-02T05:00:00+0000
Mexico,1853-04-04T05:00:00+0000
Mexico,1853-04-08T05:00:00+0000
Mexico,1853-04-13T05:00:00+0000
Mexico,1853-04-14T05:00:00+0000
Mexico,1853-04-19T05:00:00+0000
Venezuela,1853-04-19T05:00:00+0000
Mexico,1853-04-21T05:00:00+0000
Mexico,1853-04-25T05:00:00+0000
Mexico,1853-04-25T05:00:00+0000
Mexico,1853-04-26T05:00:00+0000
China,1853-04-26T05:00:00+0000
Brazil,1853-04-29T05:00:00+0000
Mexico,1853-04-30T05:00:00+0000
Spain,1853-05-02T05:00:00+0000
Mexico,1853-05-04T05:00:00+0000
Mexico,1853-05-05T05:00:00+0000
Mexico,1853-05-05T05:00:00+0000
Turkey,1853-05-07T05:00:00+0000
Mexico,1853-05-10T05:00:00+0000
Mexico,1853-05-11T05:00:00+0000
Turkey,1853-05-14T05:00:00+0000
Mexico,1853-05-14T05:00:00+0000
Mexico,1853-05-14T05:00:00+0000
Mexico,1853-05-19T05:00:00+0000
Russia,1853-05-21T05:00:00+0000
Panama,1853-06-01T05:00:00+0000
Mexico,1853-06-03T05:00:00+0000
Paraguay,1853-06-03T05:00:00+0000
Mexico,1853-06-04T05:00:00+0000
China,1853-06-09T05:00:00+0000
Turkey,1853-06-09T05:00:00+0000
Switzerland,1853-06-09T05:00:00+0000
Mexico,1853-06-09T05:00:00+0000
Mexico,1853-06-09T05:00:00+0000
China,1853-06-10T05:00:00+0000
Ecuador,1853-06-11T05:00:00+0000
China,1853-06-13T05:00:00+0000
Mexico,1853-06-14T05:00:00+0000
China,1853-06-25T05:00:00+0000
Mexico,1853-07-01T05:00:00+0000
Turkey,1853-07-01T05:00:00+0000
Mexico,1853-07-02T05:00:00+0000
Turkey,1853-07-08T05:00:00+0000
Mexico,1853-07-08T05:00:00+0000
Turkey,1853-07-25T05:00:00+0000
Venezuela,1853-08-01T05:00:00+0000
Liberia,1853-08-04T05:00:00+0000
Venezuela,1853-08-04T05:00:00+0000
Japan,1853-08-06T05:00:00+0000
Russia,1853-08-09T05:00:00+0000
Mexico,1853-08-15T05:00:00+0000
Mexico,1853-08-18T05:00:00+0000
Venezuela,1853-08-19T05:00:00+0000
China,1853-08-20T05:00:00+0000
Panama,1853-08-24T05:00:00+0000
China,1853-08-24T05:00:00+0000
Russia,1853-08-31T05:00:00+0000
Venezuela,1853-09-07T05:00:00+0000
Mexico,1853-09-15T05:00:00+0000
China,1853-09-21T05:00:00+0000
Mexico,1853-09-23T05:00:00+0000
Ecuador,1853-10-05T05:00:00+0000
Turkey,1853-10-07T05:00:00+0000
Japan,1853-10-20T05:00:00+0000
Mexico,1853-10-21T05:00:00+0000
Russia,1853-10-28T05:00:00+0000
Japan,1853-10-31T05:00:00+0000
Turkey,1853-10-31T05:00:00+0000
Jamaica,1853-11-05T05:00:00+0000
Turkey,1853-11-10T05:00:00+0000
Panama,1853-11-11T05:00:00+0000
Turkey,1853-11-21T05:00:00+0000
Turkey,1853-11-23T05:00:00+0000
Turkey,1853-12-02T05:00:00+0000
Mexico,1853-12-03T05:00:00+0000
Ecuador,1853-12-03T05:00:00+0000
Mexico,1853-12-15T05:00:00+0000
Mexico,1853-12-21T05:00:00+0000
