iso3,num_occurences
ATG,1
AUS,420
AUT,35
AZE,3
BHR,9
BGD,34
BRB,3
BLR,7
BEL,42
BLZ,3
BEN,1
BMU,13
BTN,4
BOL,12
BES,1
BIH,14
BWA,6
BRA,178
BRN,1
BGR,6
BFA,5
BDI,6
KHM,32
CMR,9
CAN,362
CPV,1
CAF,15
TCD,8
CHL,47
CHN,1183
COL,51
COM,1
CRI,17
HRV,20
CUB,53
CYP,3
CZE,22
DNK,59
DJI,4
DMA,3
DOM,9
ECU,21
EGY,78
SLV,51
ERI,16
EST,8
ETH,28
FLK,2
FJI,3
FIN,24
FRA,334
GUF,1
GAB,1
GMB,1
GEO,138
DEU,289
GHA,12
GIB,6
GRC,76
GRL,10
GUM,1
GTM,62
GIN,3
GNB,1
GUY,9
HTI,37
HND,56
HKG,97
HUN,77
ISL,26
IND,257
IDN,95
IRN,380
IRQ,121
IRL,97
ISR,369
ITA,202
JPN,215
JOR,25
KAZ,7
KEN,45
KIR,4
KWT,6
KGZ,1
LVA,6
LBN,33
LSO,2
LBR,13
LBY,45
LIE,1
LTU,9
LUX,3
MKD,23
MDG,6
MWI,3
MYS,55
MDV,6
MLI,8
MLT,10
MHL,2
MEX,366
FSM,1
MCO,3
MNG,6
MNE,7
MAR,23
MOZ,7
MMR,86
NAM,5
NRU,7
NPL,20
NLD,52
KNA,3
NZL,60
NIC,35
NER,28
NGA,46
MNP,2
NOR,48
OMN,1
PAK,126
PLW,2
PAN,12
PNG,14
PRY,7
PER,40
PHL,100
POL,69
PRT,13
PRI,105
QAT,33
ROU,26
RUS,864
RWA,17
STP,1
SAU,370
SEN,11
SRB,22
SLE,5
SGP,58
SVK,12
SVN,8
SLB,1
SOM,15
ZAF,106
SSD,20
ESP,108
LKA,36
SDN,19
SUR,1
SWZ,2
SWE,79
CHE,25
SYR,337
TWN,63
TJK,7
TZA,9
THA,67
TGO,3
TON,2
TTO,6
TUN,12
TUR,259
TKM,2
TUV,1
UGA,13
UKR,82
ARE,50
URY,7
UZB,9
VUT,3
VAT,10
VEN,116
VNM,69
YEM,110
ZMB,6
ZWE,26
