iso3,num_occurences
ATG,4
AUS,134
AUT,23
AZE,20
BHR,69
BGD,66
BRB,1
BLR,24
BEL,38
BLZ,22
BEN,6
BMU,6
BTN,14
BOL,12
BIH,23
BWA,9
BRA,203
BRN,7
BGR,20
BFA,1
BDI,4
KHM,59
CMR,3
CAN,212
CYM,15
CAF,4
TCD,4
CHL,37
CHN,1503
CXR,1
COL,55
COK,1
CRI,11
HRV,10
CUB,103
CYP,26
CZE,19
DNK,32
DJI,2
DOM,8
ECU,31
EGY,579
SLV,16
GNQ,7
ERI,7
EST,5
ETH,39
FLK,9
FRO,1
FJI,5
FIN,10
FRA,620
GUF,1
GAB,6
GMB,4
GEO,101
DEU,491
GHA,16
GIB,3
GRC,480
GRL,16
GRD,3
GUM,1
GTM,40
GIN,3
GNB,2
GUY,6
HTI,68
HND,34
HKG,121
HUN,32
ISL,13
IND,1155
IDN,59
IRN,729
IRQ,241
IRL,111
IMN,2
ISR,854
ITA,306
JPN,412
JOR,51
KAZ,23
KEN,78
KWT,9
KGZ,5
LVA,9
LBN,91
LSO,3
LBR,16
LBY,258
LTU,6
LUX,9
MAC,4
MKD,2
MDG,15
MWI,12
MYS,46
MDV,26
MLI,77
MLT,10
MHL,3
MTQ,1
MRT,7
MUS,2
MEX,322
FSM,1
MDA,5
MCO,17
MNG,20
MNE,2
MAR,23
MOZ,14
MMR,186
NAM,19
NPL,31
NLD,63
KNA,3
NZL,61
NIC,19
NER,2
NGA,58
NOR,51
OMN,3
PAK,473
PLW,1
PAN,5
PNG,5
PRY,12
PER,20
PHL,112
POL,45
PRT,50
PRI,33
QAT,46
ROU,30
RUS,807
RWA,26
WSM,7
SAU,96
SEN,23
SRB,32
SLE,17
SGP,43
SVK,8
SVN,7
SLB,7
SOM,68
ZAF,147
SSD,62
ESP,415
LKA,26
SDN,71
SUR,2
SWZ,3
SWE,73
CHE,65
SYR,1073
TWN,39
TJK,2
TZA,5
THA,64
TGO,3
TKL,1
TON,1
TTO,5
TUN,46
TUR,256
TKM,5
TCA,2
TUV,3
UGA,60
UKR,60
ARE,19
URY,12
UZB,3
VUT,1
VAT,23
VEN,119
VNM,62
YEM,99
ZMB,5
ZWE,23
