country,date
Nigeria,1984-01-01T05:00:00+0000
Lebanon,1984-01-01T05:00:00+0000
Lebanon,1984-01-01T05:00:00+0000
France,1984-01-01T05:00:00+0000
Taiwan,1984-01-01T05:00:00+0000
Falkland Islands,1984-01-01T05:00:00+0000
Lebanon,1984-01-01T05:00:00+0000
Switzerland,1984-01-01T05:00:00+0000
India,1984-01-01T05:00:00+0000
Italy,1984-01-01T05:00:00+0000
Lebanon,1984-01-01T05:00:00+0000
Nigeria,1984-01-01T05:00:00+0000
Nigeria,1984-01-01T05:00:00+0000
France,1984-01-01T05:00:00+0000
France,1984-01-02T05:00:00+0000
Lebanon,1984-01-02T05:00:00+0000
France,1984-01-02T05:00:00+0000
Syria,1984-01-02T05:00:00+0000
Lebanon,1984-01-02T05:00:00+0000
France,1984-01-02T05:00:00+0000
France,1984-01-02T05:00:00+0000
Venezuela,1984-01-02T05:00:00+0000
Peru,1984-01-02T05:00:00+0000
Japan,1984-01-02T05:00:00+0000
Hong Kong,1984-01-02T05:00:00+0000
Canada,1984-01-02T05:00:00+0000
France,1984-01-02T05:00:00+0000
Cuba,1984-01-02T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
France,1984-01-03T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
Falkland Islands,1984-01-03T05:00:00+0000
Iraq,1984-01-03T05:00:00+0000
Iran,1984-01-03T05:00:00+0000
Syria,1984-01-03T05:00:00+0000
France,1984-01-03T05:00:00+0000
Nigeria,1984-01-03T05:00:00+0000
Nicaragua,1984-01-03T05:00:00+0000
Cyprus,1984-01-03T05:00:00+0000
Greece,1984-01-03T05:00:00+0000
Turkey,1984-01-03T05:00:00+0000
Tunisia,1984-01-03T05:00:00+0000
Nicaragua,1984-01-03T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
France,1984-01-03T05:00:00+0000
Italy,1984-01-03T05:00:00+0000
Georgia,1984-01-03T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
Nicaragua,1984-01-03T05:00:00+0000
Japan,1984-01-03T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
Cuba,1984-01-03T05:00:00+0000
Iraq,1984-01-03T05:00:00+0000
Syria,1984-01-03T05:00:00+0000
Iran,1984-01-03T05:00:00+0000
Lebanon,1984-01-03T05:00:00+0000
France,1984-01-03T05:00:00+0000
Cyprus,1984-01-04T05:00:00+0000
Greece,1984-01-04T05:00:00+0000
Turkey,1984-01-04T05:00:00+0000
Nigeria,1984-01-04T05:00:00+0000
Zimbabwe,1984-01-04T05:00:00+0000
Nigeria,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Syria,1984-01-04T05:00:00+0000
Iraq,1984-01-04T05:00:00+0000
Guatemala,1984-01-04T05:00:00+0000
Poland,1984-01-04T05:00:00+0000
Nigeria,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Syria,1984-01-04T05:00:00+0000
Taiwan,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Nigeria,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Sweden,1984-01-04T05:00:00+0000
Nigeria,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Syria,1984-01-04T05:00:00+0000
Lebanon,1984-01-04T05:00:00+0000
Syria,1984-01-04T05:00:00+0000
Chile,1984-01-05T05:00:00+0000
Tunisia,1984-01-05T05:00:00+0000
Brazil,1984-01-05T05:00:00+0000
Lebanon,1984-01-05T05:00:00+0000
Iran,1984-01-05T05:00:00+0000
Turkey,1984-01-05T05:00:00+0000
Grenada,1984-01-05T05:00:00+0000
Switzerland,1984-01-05T05:00:00+0000
Poland,1984-01-05T05:00:00+0000
Syria,1984-01-05T05:00:00+0000
Venezuela,1984-01-05T05:00:00+0000
Lebanon,1984-01-05T05:00:00+0000
Nigeria,1984-01-05T05:00:00+0000
Italy,1984-01-05T05:00:00+0000
Lebanon,1984-01-05T05:00:00+0000
Lebanon,1984-01-05T05:00:00+0000
Syria,1984-01-05T05:00:00+0000
Ecuador,1984-01-05T05:00:00+0000
Nigeria,1984-01-05T05:00:00+0000
Japan,1984-01-05T05:00:00+0000
Bangladesh,1984-01-05T05:00:00+0000
Switzerland,1984-01-05T05:00:00+0000
Japan,1984-01-05T05:00:00+0000
Syria,1984-01-05T05:00:00+0000
Libya,1984-01-05T05:00:00+0000
Pakistan,1984-01-05T05:00:00+0000
France,1984-01-05T05:00:00+0000
Japan,1984-01-05T05:00:00+0000
Italy,1984-01-05T05:00:00+0000
Canada,1984-01-05T05:00:00+0000
France,1984-01-05T05:00:00+0000
Grenada,1984-01-06T05:00:00+0000
France,1984-01-06T05:00:00+0000
Lebanon,1984-01-06T05:00:00+0000
Tunisia,1984-01-06T05:00:00+0000
Finland,1984-01-06T05:00:00+0000
Lebanon,1984-01-06T05:00:00+0000
Lebanon,1984-01-06T05:00:00+0000
Syria,1984-01-06T05:00:00+0000
Poland,1984-01-06T05:00:00+0000
South Africa,1984-01-06T05:00:00+0000
Cuba,1984-01-06T05:00:00+0000
France,1984-01-06T05:00:00+0000
Lebanon,1984-01-06T05:00:00+0000
Nigeria,1984-01-06T05:00:00+0000
France,1984-01-06T05:00:00+0000
Italy,1984-01-06T05:00:00+0000
Denmark,1984-01-06T05:00:00+0000
Spain,1984-01-06T05:00:00+0000
France,1984-01-06T05:00:00+0000
Switzerland,1984-01-06T05:00:00+0000
Lebanon,1984-01-06T05:00:00+0000
Syria,1984-01-06T05:00:00+0000
Cuba,1984-01-06T05:00:00+0000
Nicaragua,1984-01-06T05:00:00+0000
Costa Rica,1984-01-06T05:00:00+0000
Honduras,1984-01-06T05:00:00+0000
Guatemala,1984-01-06T05:00:00+0000
Nicaragua,1984-01-06T05:00:00+0000
Cuba,1984-01-06T05:00:00+0000
Nepal,1984-01-06T05:00:00+0000
Bulgaria,1984-01-06T05:00:00+0000
Turkey,1984-01-06T05:00:00+0000
Mexico,1984-01-08T05:00:00+0000
Japan,1984-01-08T05:00:00+0000
Mexico,1984-01-08T05:00:00+0000
France,1984-01-08T05:00:00+0000
Hong Kong,1984-01-08T05:00:00+0000
Mexico,1984-01-08T05:00:00+0000
Australia,1984-01-13T05:00:00+0000
Poland,1984-01-13T05:00:00+0000
Lebanon,1984-01-13T05:00:00+0000
Syria,1984-01-13T05:00:00+0000
Poland,1984-01-13T05:00:00+0000
Nicaragua,1984-01-13T05:00:00+0000
Honduras,1984-01-13T05:00:00+0000
Nicaragua,1984-01-13T05:00:00+0000
Cuba,1984-01-13T05:00:00+0000
Sweden,1984-01-13T05:00:00+0000
Vatican City,1984-01-13T05:00:00+0000
Cuba,1984-01-13T05:00:00+0000
Japan,1984-01-13T05:00:00+0000
Malaysia,1984-01-14T05:00:00+0000
Australia,1984-01-14T05:00:00+0000
Canada,1984-01-14T05:00:00+0000
Jordan,1984-01-14T05:00:00+0000
Lebanon,1984-01-14T05:00:00+0000
Syria,1984-01-14T05:00:00+0000
Italy,1984-01-14T05:00:00+0000
Bulgaria,1984-01-14T05:00:00+0000
Mozambique,1984-01-14T05:00:00+0000
Italy,1984-01-14T05:00:00+0000
Lebanon,1984-01-14T05:00:00+0000
Indonesia,1984-01-14T05:00:00+0000
Nicaragua,1984-01-14T05:00:00+0000
Honduras,1984-01-14T05:00:00+0000
Spain,1984-01-14T05:00:00+0000
Japan,1984-01-15T05:00:00+0000
Nicaragua,1984-01-15T05:00:00+0000
Honduras,1984-01-15T05:00:00+0000
Lebanon,1984-01-15T05:00:00+0000
Syria,1984-01-15T05:00:00+0000
Malaysia,1984-01-15T05:00:00+0000
Pakistan,1984-01-15T05:00:00+0000
Syria,1984-01-15T05:00:00+0000
Grenada,1984-01-15T05:00:00+0000
Brazil,1984-01-15T05:00:00+0000
France,1984-01-15T05:00:00+0000
Mali,1984-01-15T05:00:00+0000
Japan,1984-01-15T05:00:00+0000
France,1984-01-15T05:00:00+0000
Iran,1984-01-15T05:00:00+0000
Canada,1984-01-15T05:00:00+0000
Nicaragua,1984-01-15T05:00:00+0000
Honduras,1984-01-15T05:00:00+0000
Finland,1984-01-15T05:00:00+0000
Lebanon,1984-01-15T05:00:00+0000
France,1984-01-15T05:00:00+0000
Nicaragua,1984-01-15T05:00:00+0000
Nicaragua,1984-01-15T05:00:00+0000
Cambodia,1984-01-15T05:00:00+0000
Morocco,1984-01-15T05:00:00+0000
Nicaragua,1984-01-15T05:00:00+0000
Cuba,1984-01-15T05:00:00+0000
Austria,1984-01-16T05:00:00+0000
Lebanon,1984-01-16T05:00:00+0000
Uruguay,1984-01-16T05:00:00+0000
Cameroon,1984-01-16T05:00:00+0000
Nicaragua,1984-01-16T05:00:00+0000
Pakistan,1984-01-16T05:00:00+0000
Lebanon,1984-01-16T05:00:00+0000
Spain,1984-01-16T05:00:00+0000
Canada,1984-01-16T05:00:00+0000
France,1984-01-16T05:00:00+0000
France,1984-01-16T05:00:00+0000
Zimbabwe,1984-01-16T05:00:00+0000
Poland,1984-01-16T05:00:00+0000
Ethiopia,1984-01-17T05:00:00+0000
Lebanon,1984-01-17T05:00:00+0000
Grenada,1984-01-17T05:00:00+0000
Greece,1984-01-17T05:00:00+0000
Lebanon,1984-01-17T05:00:00+0000
Syria,1984-01-17T05:00:00+0000
Grenada,1984-01-17T05:00:00+0000
Taiwan,1984-01-17T05:00:00+0000
Bulgaria,1984-01-17T05:00:00+0000
Greece,1984-01-17T05:00:00+0000
Turkey,1984-01-17T05:00:00+0000
Taiwan,1984-01-17T05:00:00+0000
Jordan,1984-01-17T05:00:00+0000
Taiwan,1984-01-17T05:00:00+0000
Brazil,1984-01-17T05:00:00+0000
