iso3,num_occurences
ATG,1
AUS,82
AUT,56
BHR,4
BGD,26
BRB,4
BEL,36
BLZ,5
BEN,7
BMU,9
BOL,36
BES,1
BRA,182
BRN,6
BGR,54
BFA,3
BDI,1
KHM,157
CAN,262
CPV,2
CYM,2
CHL,70
COL,203
CRI,45
CUB,138
CYP,25
DNK,16
DOM,16
ECU,8
SLV,122
EST,2
ETH,61
FLK,8
FJI,1
FIN,24
FRA,365
GUF,1
GEO,38
DEU,2
GHA,3
GIB,7
GRC,89
GRL,1
GRD,6
GLP,3
GUM,1
GTM,38
GIN,1
GNB,1
GUY,3
HTI,31
HND,83
HKG,114
HUN,220
ISL,4
IND,308
IRN,498
IRQ,79
ITA,177
JPN,858
JOR,1
KEN,38
KWT,15
LVA,2
LBN,370
LSO,1
LBR,5
LBY,121
LIE,7
LTU,8
LUX,8
MAC,3
MKD,2
MDG,3
MYS,17
MLT,23
MTQ,1
MUS,2
MEX,250
MSR,5
MAR,22
MOZ,18
MMR,22
NAM,57
NRU,1
NPL,14
NLD,54
NCL,1
NZL,30
NIC,488
NER,7
NGA,20
NOR,30
PAK,112
PAN,311
PNG,2
PRY,29
PER,81
PHL,1
POL,499
PRT,13
PRI,49
QAT,1
RWA,2
SAU,63
SGP,17
SOM,8
ESP,126
SDN,65
SUR,2
SWE,63
CHE,46
SYR,123
TWN,77
TZA,11
THA,52
TTO,6
TUN,15
TUR,61
UGA,15
ARE,4
URY,14
VEN,68
VNM,162
ZMB,16
ZWE,24
