iso3,num_occurences
AUS,103
AUT,32
BHR,13
BGD,77
BRB,11
BEL,31
BLZ,2
BMU,14
BOL,40
BES,1
BWA,1
BRA,133
BGR,11
BDI,2
KHM,907
CMR,1
CAN,430
CAF,5
CHL,207
CXR,2
COL,34
CRI,13
CUB,255
CYP,300
DNK,34
DMA,3
DOM,36
ECU,26
EGY,1
SLV,1
ETH,161
FLK,1
FRO,1
FIN,26
FRA,434
GUF,3
GEO,31
GHA,9
GRC,219
GRL,7
GRD,5
GLP,1
GUM,15
GTM,10
GUY,4
HTI,10
HND,57
HKG,14
HUN,43
ISL,7
IND,528
IRN,219
IRQ,115
IRL,2
ITA,345
JPN,448
KEN,44
KWT,40
LBN,275
LSO,2
LBR,3
LBY,64
LUX,8
MAC,6
MWI,2
MYS,26
MLT,2
MTQ,1
MUS,1
MEX,97
MNG,1
MAR,12
MOZ,40
NRU,2
NPL,10
NLD,53
NZL,14
NIC,13
NGA,80
NOR,48
PAK,68
PAN,16
PNG,9
PRY,4
PER,70
POL,59
PRT,829
PRI,118
QAT,8
SAU,210
SEN,1
SGP,11
SLB,1
SOM,64
ESP,461
SDN,12
SWE,40
CHE,31
SYR,73
TZA,41
THA,205
TGO,1
TTO,7
TUN,6
TUR,324
UGA,92
URY,10
VAT,5
VEN,108
VNM,1
ZMB,24
