iso3,num_occurences
AUS,191
AUT,67
AZE,24
BHR,17
BGD,29
BLR,61
BEL,37
BLZ,8
BEN,3
BMU,9
BTN,1
BOL,75
BIH,47
BWA,11
BRA,249
BRN,3
BGR,34
BFA,1
BDI,1
KHM,52
CMR,20
CAN,483
CYM,1
CAF,16
TCD,73
CHL,111
CHN,1413
COL,64
CRI,25
HRV,43
CUB,178
CYP,25
CZE,49
DNK,117
DJI,6
DMA,3
DOM,35
ECU,33
EGY,167
SLV,33
GNQ,5
ERI,10
EST,15
ETH,83
FRO,1
FJI,1
FIN,41
FRA,752
GMB,3
GEO,137
DEU,613
GHA,38
GIB,5
GRC,77
GRL,4
GLP,1
GUM,1
GTM,44
GIN,8
GUY,2
HTI,50
HND,9
HKG,84
HUN,51
ISL,13
IND,602
IDN,188
IRN,1096
IRQ,3987
IRL,103
ISR,1731
ITA,509
JAM,15
JPN,563
JOR,82
KAZ,62
KEN,92
KWT,24
KGZ,38
LVA,13
LBN,853
LSO,3
LBR,52
LBY,43
LIE,1
LTU,14
LUX,24
MAC,5
MKD,11
MDG,3
MWI,12
MYS,35
MDV,3
MLI,15
MLT,3
MHL,2
MTQ,2
MRT,1
MUS,2
MEX,589
FSM,1
MDA,15
MCO,7
MNG,8
MNE,14
MAR,22
MOZ,7
MMR,29
NAM,23
NRU,2
NPL,106
NLD,103
NZL,25
NIC,51
NER,14
NGA,116
MNP,1
NOR,44
OMN,1
PAK,352
PLW,2
PAN,35
PNG,5
PRY,9
PER,69
PHL,84
POL,99
PRT,34
PRI,55
QAT,24
ROU,36
RUS,1250
RWA,30
SAU,115
SEN,21
SRB,36
SLE,23
SGP,64
SVK,17
SVN,21
SLB,3
SOM,123
ZAF,132
ESP,200
LKA,144
SDN,222
SUR,3
SWZ,11
SWE,73
CHE,72
SYR,282
TWN,87
TJK,20
TZA,17
THA,116
TGO,8
TON,5
TTO,6
TUN,12
TUR,238
TKM,16
TCA,6
TUV,2
UGA,42
UKR,124
ARE,113
URY,19
UZB,28
VUT,5
VAT,13
VEN,199
VNM,130
YEM,38
ZMB,30
ZWE,41
