iso3,num_occurences
AUS,75
AUT,25
AZE,17
BGD,7
BRB,2
BLR,8
BEL,18
BLZ,2
BMU,5
BTN,2
BOL,17
BES,1
BIH,928
BWA,1
BRA,103
BRN,4
BGR,9
BFA,4
BDI,22
KHM,27
CMR,1
CAN,204
CYM,2
TCD,1
CHL,32
CHN,564
COL,114
COM,2
CRI,13
HRV,211
CUB,169
CYP,7
CZE,41
DNK,23
DMA,1
DOM,11
ECU,21
EGY,120
SLV,16
ERI,7
EST,6
ETH,18
FLK,3
FJI,4
FIN,15
FRA,544
GAB,3
GEO,54
DEU,433
GHA,7
GRC,49
GRD,1
GUM,3
GTM,70
GIN,2
GNB,1
GUY,2
HTI,148
HND,12
HKG,47
HUN,39
ISL,2
IND,174
IDN,32
IRN,131
IRQ,149
IRL,106
ISR,631
ITA,221
JAM,8
JPN,994
JOR,64
KAZ,14
KEN,21
KWT,14
KGZ,2
LVA,6
LBN,28
LSO,1
LBR,19
LBY,20
LTU,7
LUX,6
MKD,2
MWI,4
MYS,20
MLI,5
MLT,3
MUS,1
MEX,570
MCO,1
MNG,6
MSR,4
MAR,22
MOZ,3
MMR,38
NAM,2
NRU,1
NPL,15
NLD,61
KNA,1
NZL,37
NIC,16
NGA,67
NOR,29
OMN,2
PAK,70
PLW,2
PAN,18
PNG,3
PRY,4
PER,57
PHL,63
POL,92
PRT,15
PRI,28
QAT,5
ROU,24
RUS,796
RWA,61
SAU,30
SEN,1
SRB,192
SLE,7
SGP,85
SVK,28
SOM,30
ZAF,154
ESP,100
LKA,41
SDN,10
SUR,3
SWZ,1
SWE,30
CHE,29
SYR,56
TWN,76
TJK,2
TZA,10
THA,41
TGO,1
TTO,1
TUN,2
TUR,105
TKM,8
UGA,7
UKR,40
ARE,2
GBR,67
URY,7
UZB,9
VAT,12
VEN,16
VNM,129
YEM,4
ZMB,3
ZWE,11
