iso3,num_occurences
AUS,102
AUT,208
AZE,2
BHS,3
BEL,179
BMU,15
BOL,21
BRA,53
BGR,64
CAN,552
CHL,144
CHN,1132
COL,33
CRI,3
CUB,152
DNK,35
ECU,12
EGY,162
FLK,1
FIN,11
FRA,1816
GEO,17
DEU,1485
GIB,2
GRC,224
GRL,73
GUM,1
GTM,12
HTI,18
HND,4
HUN,157
ISL,1
IND,151
IRQ,15
IRL,150
ITA,834
JAM,11
JPN,226
LVA,12
LBN,1
LBR,9
LTU,43
LUX,1
MAC,1
MKD,3
MLT,2
MEX,1607
MNG,3
MAR,176
NLD,32
PNG,3
NZL,11
NIC,128
NOR,29
PAN,82
PRY,7
PER,26
PHL,1
POL,440
PRT,60
RUS,999
WSM,8
SRB,7
SGP,5
SVN,1
ZAF,24
ESP,340
SDN,4
SWZ,4
SWE,88
CHE,107
SYR,108
TWN,1
TTO,1
TUN,1
TUR,289
UKR,5
URY,16
VAT,8
VEN,21
YEM,1
