iso3,num_occurences
AUS,97
AUT,32
BHR,5
BRB,4
BEL,27
BMU,1
BOL,46
BWA,2
BRA,118
BRN,1
BGR,11
KHM,735
CMR,9
CAN,500
CAF,2
CHL,344
CHN,1
COL,42
CRI,1
CUB,225
CYP,19
DNK,28
DOM,20
ECU,28
EGY,14
ETH,28
FLK,1
FIN,14
FRA,429
GMB,1
GEO,57
DEU,510
GHA,7
GIB,3
GRC,300
GRD,3
GUM,5
GTM,13
GUY,8
HTI,38
HND,17
HKG,16
HUN,38
ISL,18
IND,211
IRN,52
IRQ,53
IRL,5
ISR,1
ITA,391
JAM,4
JPN,757
KEN,25
KWT,12
LBN,44
LSO,1
LBR,20
LBY,52
LIE,7
LUX,1
MAC,1
MDG,2
MWI,10
MYS,35
MLT,47
MUS,2
MEX,98
MCO,3
MAR,47
MOZ,13
NPL,5
NLD,43
NZL,25
NIC,3
NGA,28
NOR,28
PAK,1292
PAN,18
PRY,7
PER,38
POL,276
PRT,61
PRI,61
QAT,3
RWA,4
SAU,23
SLE,10
SGP,42
SOM,4
ESP,27
SDN,5
SWZ,1
SWE,29
CHE,52
SYR,2
TZA,3
THA,10
TGO,2
TTO,13
TUN,10
TUR,109
UGA,53
URY,88
VAT,8
VEN,42
VNM,5432
YEM,8
ZMB,12
