iso3,num_occurences
AUS,172
AUT,790
BHS,1
BRB,1
BEL,301
BMU,40
BOL,87
BRA,405
BGR,493
CAN,556
CHL,109
CHN,1265
COL,157
CRI,101
CUB,207
CYP,9
DNK,44
DOM,14
ECU,70
EGY,196
SLV,1
ERI,10
ETH,20
FLK,1
FIN,132
FRA,1948
GUF,1
GEO,208
DEU,3318
GIB,3
GRC,1272
GRL,20
GUM,31
GTM,99
HTI,8
HND,17
HKG,15
HUN,453
ISL,15
IND,779
IDN,1
IRN,142
IRQ,34
IRL,73
ITA,1229
JPN,929
KWT,1
LBN,29
LBR,20
LBY,12
LIE,1
LTU,1
LUX,18
MDG,41
MLT,1
MHL,4
MEX,348
MCO,3
MNG,4
MAR,4
NPL,8
NLD,232
NCL,1
PNG,5
NZL,49
NIC,148
NGA,3
NOR,64
PAK,52
PAN,75
PRY,113
PER,55
POL,540
PRT,41
PRI,70
RUS,1
WSM,22
SAU,55
SEN,1
SGP,9
SLB,4
ZAF,2
ESP,385
SDN,1
SWE,195
CHE,65
SYR,29
TTO,7
TUN,3
TUR,581
URY,32
VEN,104
YEM,10
