iso3,num_occurences
AUS,106
AUT,22
BHS,1
BEL,43
BMU,6
BOL,59
BWA,6
BRA,203
BRN,1
BGR,20
BDI,3
KHM,64
CMR,5
CAN,394
CAF,6
CHL,52
CHN,35
COL,47
CRI,4
CUB,199
CYP,13
DNK,22
DOM,27
ECU,22
EGY,7
ETH,10
FIN,11
FRA,407
GEO,43
DEU,53
GHA,5
GIB,2
GRC,326
GRL,1
GUM,12
GTM,14
GUY,37
HTI,31
HND,62
HKG,33
HUN,44
ISL,2
IND,313
IDN,1
IRN,33
IRQ,136
IRL,3
ITA,408
JAM,4
JPN,435
KEN,64
KWT,1
LBN,150
LSO,1
LBR,17
LBY,71
LIE,1
MWI,2
MYS,12
MEX,69
MNG,1
MSR,1
MAR,15
MOZ,22
NPL,1
NLD,20
PNG,4
NZL,8
NIC,4
NGA,327
NOR,23
PAK,31
PAN,10
PRY,6
PER,135
POL,115
PRT,94
PRI,62
SAU,8
SEN,2
SLE,5
SGP,30
SOM,13
ESP,200
SDN,20
SWZ,5
SWE,55
CHE,48
SYR,32
TWN,1
TZA,23
THA,135
TGO,5
TON,1
TTO,6
TUN,12
TUR,59
UGA,31
URY,31
VAT,1
VEN,38
VNM,6142
YEM,25
ZMB,47
