iso3,num_occurences
AUS,102
AUT,84
BEL,74
BMU,8
BTN,2
BOL,66
BRA,194
BGR,36
KHM,36
CAN,460
CAF,6
TCD,6
CHL,39
CHN,638
COL,34
CRI,22
CUB,1181
CYP,214
DNK,28
DOM,166
ECU,23
EGY,7
ETH,40
FIN,50
FRA,612
GAB,1
GEO,19
DEU,2290
GHA,123
GIB,4
GRC,126
GRL,4
GUM,1
GTM,68
GIN,3
HTI,192
HND,35
HKG,18
HUN,199
ISL,18
IND,495
IDN,49
IRN,107
IRQ,255
IRL,4
ISR,108
ITA,404
JAM,5
JPN,414
JOR,11
KEN,77
KWT,5
LBN,32
LBR,23
LBY,17
LIE,5
LUX,5
MAC,1
MLT,37
MTQ,4
MEX,133
MCO,1
MAR,176
MOZ,6
NRU,1
NPL,47
NLD,54
NCL,1
NZL,19
NIC,110
NGA,14
NOR,36
PAK,135
PAN,137
PRY,53
PER,66
PHL,21
POL,352
PRT,43
PRI,71
QAT,1
SAU,22
SEN,3
SLE,1
SGP,54
SOM,18
ESP,211
SDN,43
SWE,54
CHE,46
TWN,4
THA,38
TTO,3
TTO,4
TUN,69
TUR,169
UGA,30
URY,23
VAT,13
VEN,114
VNM,106
YEM,13
