iso3,num_occurences
AUS,56
AUT,233
BEL,135
BMU,5
BOL,13
BRA,42
BGR,119
CAN,382
CHL,47
CHN,373
COL,16
CRI,4
CUB,108
DNK,19
ECU,10
EGY,305
FIN,46
FRA,1092
GEO,23
DEU,3994
GIB,3
GRC,272
GRL,4
GTM,1
HTI,10
HND,12
HUN,124
ISL,17
IND,88
IRL,872
ITA,490
JAM,17
JPN,393
LVA,15
LBN,1
LTU,14
MKD,1
MLT,5
MTQ,2
MEX,535
MCO,2
MNG,3
MNE,7
MAR,68
PNG,2
NZL,14
NIC,10
NOR,32
PAN,14
PRY,3
PER,12
POL,162
PRT,21
RUS,1295
SRB,7
SGP,17
ZAF,14
ESP,151
SDN,3
SWE,57
CHE,60
SYR,19
SHN,1
TUR,1025
UKR,10
URY,13
VAT,2
VEN,19
