iso3,num_occurences
AUS,347
AUT,133
BHS,4
BEL,233
BMU,22
BOL,85
BRA,237
BGR,123
CAN,690
CHL,126
CHN,1912
COL,195
CRI,27
CUB,134
CYP,24
DNK,94
DOM,15
ECU,46
EGY,152
SLV,1
ERI,21
EST,1
ETH,22
FIN,150
FRA,948
GEO,25
DEU,2720
GIB,5
GRC,378
GRL,2
GUM,22
GTM,165
HTI,48
HND,7
HKG,71
HUN,223
ISL,4
IND,568
IDN,242
IRN,192
IRQ,47
IRL,9
ISR,250
ITA,538
JAM,5
JPN,741
KEN,2
LBN,19
LBR,11
LBY,10
LTU,1
LUX,8
MAC,2
MKD,1
MDG,1
MLT,12
MHL,1
MTQ,1
MEX,83
MAR,8
NPL,56
NLD,144
NZL,32
NIC,37
NGA,4
NOR,57
PAK,112
PAN,65
PRY,15
PER,79
PHL,12
POL,243
PRT,38
PRI,157
SAU,13
SGP,18
SLB,1
ZAF,1
ESP,376
SWE,84
CHE,61
SYR,46
THA,17
TTO,1
TUN,5
TUR,122
UGA,1
URY,40
VAT,1
VAT,6
VEN,78
YEM,6
