iso3,num_occurences
AUS,52
AUT,63
AZE,19
BHR,5
BGD,13
BRB,3
BLR,10
BEL,19
BLZ,2
BMU,4
BTN,4
BOL,6
BIH,94
BWA,9
BRA,202
BRN,2
BGR,17
BFA,3
BDI,4
KHM,86
CMR,5
CAN,232
CYM,4
CHL,120
CHN,716
CXR,2
COL,78
CRI,13
HRV,28
CUB,175
CYP,13
CZE,60
DNK,28
DMA,1
DOM,40
ECU,11
EGY,49
SLV,30
GNQ,2
ERI,8
EST,5
ETH,13
FLK,3
FJI,1
FIN,30
FRA,427
GEO,52
DEU,447
GHA,10
GRC,33
GRL,1
GRD,5
GLP,2
GUM,7
GTM,37
GIN,2
HTI,23
HND,39
HKG,128
HUN,43
ISL,5
IND,313
IDN,335
IRN,200
IRQ,712
IRL,75
ISR,674
ITA,230
JAM,3
JPN,753
JOR,29
KAZ,17
KEN,237
KWT,26
LVA,7
LBN,12
LSO,5
LBR,7
LBY,28
LTU,11
LUX,9
MAC,7
MDG,5
MYS,90
MLI,2
MLT,1
MTQ,3
MEX,312
FSM,1
MDA,1
MCO,3
MNG,7
MNE,8
MAR,12
MOZ,7
MMR,14
NAM,4
NPL,7
NLD,56
NZL,21
NIC,48
NER,2
NGA,86
NOR,42
OMN,5
PAK,158
PLW,1
PAN,12
PNG,5
PRY,11
PER,26
PHL,35
POL,76
PRT,17
PRI,54
QAT,5
ROU,14
RUS,846
RWA,65
SAU,56
SEN,6
SRB,276
SLE,8
SGP,32
SVK,4
SVN,1
SLB,1
SOM,10
ZAF,155
ESP,148
LKA,3
SDN,112
SUR,1
SWZ,1
SWE,47
CHE,98
SYR,18
TWN,47
TJK,2
TZA,168
THA,67
TTO,9
TUN,11
TUR,123
TKM,7
UGA,20
UKR,15
ARE,6
URY,3
UZB,4
VAT,5
VEN,43
VNM,35
YEM,5
ZMB,9
ZWE,24
