iso3,num_occurences
AUS,131
AUT,50
BHS,1
BRB,11
BEL,101
BMU,4
BOL,27
BWA,7
BRA,267
BGR,41
BDI,13
KHM,53
CMR,3
CAN,535
CAF,6
CHL,72
CHN,19
COL,78
CRI,10
CUB,319
DNK,20
DOM,244
ECU,42
EGY,9
ETH,21
FLK,7
FIN,41
FRA,434
GUF,1
GAB,2
GMB,3
GEO,162
DEU,723
GHA,157
GIB,40
GRC,165
GRL,1
GLP,1
GUM,7
GTM,76
GIN,1
GUY,43
HTI,36
HND,6
HKG,25
HUN,87
ISL,6
IND,774
IDN,47
IRN,37
IRQ,63
IRL,3
ISR,112
ITA,286
JAM,8
JPN,307
JOR,15
KEN,65
KWT,6
LBN,32
LSO,6
LBR,5
LBY,11
LUX,7
MAC,23
MWI,16
MYS,123
MLI,1
MLT,3
MTQ,2
MRT,1
MUS,1
MEX,83
MCO,3
MNG,8
MAR,77
MOZ,9
NPL,11
NLD,70
NCL,5
PNG,1
NZL,46
NIC,8
NGA,111
NOR,29
PAK,131
PAN,20
PRY,11
PER,37
PHL,23
POL,258
PRT,68
PRI,63
RWA,4
SAU,57
SEN,2
SLE,1
SGP,49
SLB,2
SOM,11
ZAF,64
ESP,276
SDN,17
SWZ,6
SWE,51
CHE,37
SYR,58
TWN,2
TZA,36
THA,100
TON,2
TTO,6
TUN,20
TUR,81
UGA,38
URY,29
VAT,1
VEN,56
VNM,6110
YEM,88
ZMB,90
