iso3,num_occurences
ATG,1
AUS,90
AUT,20
AZE,13
BHR,3
BGD,5
BRB,5
BLR,22
BEL,23
BLZ,2
BEN,1
BMU,4
BTN,1
BOL,7
BIH,202
BWA,5
BRA,111
BRN,1
BGR,17
BFA,2
BDI,11
KHM,102
CMR,5
CAN,212
CAF,2
TCD,1
CHL,30
CHN,766
COL,76
CRI,12
HRV,50
CUB,137
CYP,9
CZE,61
DNK,18
DMA,3
DOM,19
ECU,21
EGY,84
SLV,22
EST,4
ETH,8
FJI,1
FIN,13
FRA,422
GAB,6
GMB,1
GEO,52
DEU,297
GHA,8
GIB,2
GRC,36
GRL,4
GRD,1
GUM,8
GTM,29
GNB,1
GUY,3
HTI,40
HND,2
HKG,221
HUN,43
ISL,3
IND,142
IDN,120
IRN,142
IRQ,223
IRL,88
ISR,726
ITA,181
JPN,652
JOR,59
KAZ,8
KEN,39
KWT,9
LVA,6
LBN,31
LBR,9
LBY,19
LTU,7
LUX,11
MAC,5
MDG,5
MWI,1
MYS,47
MLI,3
MLT,1
MHL,4
MRT,6
MEX,464
MDA,2
MCO,4
MNG,1
MNE,9
MSR,5
MAR,10
MOZ,2
MMR,22
NAM,10
NPL,5
NLD,38
PNG,1
NZL,27
NIC,19
NER,2
NGA,41
NOR,18
PAK,60
PAN,17
PNG,10
PRY,2
PER,109
PHL,35
POL,91
PRT,20
PRI,26
QAT,12
ROU,28
RUS,616
RWA,89
WSM,1
SAU,64
SEN,3
SRB,84
SLE,10
SGP,33
SVK,7
SVN,16
SOM,9
ZAF,175
ESP,114
LKA,13
SDN,10
SWE,42
CHE,158
SYR,34
TWN,58
TJK,5
TZA,8
THA,93
TON,1
TTO,4
TUN,11
TUR,126
TKM,5
UGA,15
UKR,20
ARE,1
URY,2
UZB,19
VAT,3
VEN,21
VNM,47
YEM,5
ZMB,3
ZWE,15
