iso3,num_occurences
ATG,6
AUS,97
AUT,24
AZE,3
BHS,3
BHR,2
BGD,28
BRB,4
BLR,12
BEL,25
BLZ,4
BMU,7
BTN,4
BOL,20
BES,1
BIH,26
BWA,2
BRA,104
BGR,17
BFA,2
BDI,3
KHM,22
CAN,180
CPV,1
CYM,4
CAF,4
TCD,12
CHL,22
CHN,754
COL,58
COM,1
CRI,15
HRV,10
CUB,71
CYP,3
CZE,19
DNK,18
DJI,2
DMA,1
DOM,17
ECU,18
EGY,72
SLV,11
GNQ,1
ERI,12
EST,18
ETH,57
FLK,1
FRO,3
FJI,3
FIN,6
FRA,367
GAB,1
GEO,62
DEU,196
GHA,3
GRC,47
GRL,7
GRD,2
GLP,1
GUM,1
GTM,23
GIN,5
GUY,3
HTI,21
HND,5
HKG,57
HUN,12
ISL,7
IND,243
IDN,57
IRN,502
IRQ,2043
IRL,50
ISR,489
ITA,150
JAM,18
JPN,260
JOR,17
KAZ,40
KEN,47
KWT,6
KGZ,13
LVA,5
LBN,122
LSO,1
LBR,17
LBY,42
LIE,1
LTU,7
LUX,3
MAC,20
MKD,3
MDG,1
MWI,4
MYS,12
MDV,2
MLI,15
MLT,3
MTQ,1
MRT,5
MEX,201
FSM,2
MCO,2
MNG,1
MNE,2
MAR,24
MOZ,7
MMR,90
NAM,4
NPL,14
NLD,27
NZL,22
NIC,7
NER,3
NGA,62
NOR,17
OMN,2
PAK,417
PLW,3
PAN,24
PRY,2
PER,39
PHL,36
POL,53
PRT,30
PRI,26
QAT,9
ROU,21
RUS,471
RWA,19
STP,1
SAU,86
SEN,12
SRB,47
SLE,13
SGP,25
SVK,2
SVN,2
SLB,2
SOM,76
ZAF,92
ESP,64
LKA,19
SDN,63
SWE,32
CHE,34
SYR,79
TWN,17
TJK,4
TZA,4
THA,58
TTO,12
TUN,6
TUR,148
TKM,12
TCA,4
UGA,14
UKR,35
ARE,14
URY,4
UZB,14
VAT,11
VEN,128
VNM,34
YEM,4
ZMB,10
ZWE,64
